(n, d, k);[Gematria of ELS];Gematria WordTotal of ELS;ELS Search Term;Found in WordNumber In Text;WordCoordinatesDWTK;Found in Word In Text;LetterPositionIndex In Word;LetterCoordinatesD5K of First Letter in ELS;Found In Verse
(220363, 1, 4);[1, 30, 6, 50];87;אלון;58090;(4, 18, 28, 13, 58090);ישראל;4;(4, 18, 28, 49, 220363);כן תרימו גם אתם תרומת יהוה מכל מעשרתיכם אשר תקחו מאת בני ישראל ונתתם ממנו את תרומת יהוה לאהרן הכהן
(232176, 1, 4);[1, 30, 6, 50];87;אלון;61221;(4, 26, 26, 7, 61221);לאלון;2;(4, 26, 26, 31, 232176);בני זבולן למשפחתם לסרד משפחת הסרדי לאלון משפחת האלני ליחלאל משפחת היחלאלי
(247334, 1, 4);[1, 30, 6, 50];87;אלון;65003;(4, 35, 2, 4, 65003);ישראל;4;(4, 35, 2, 11, 247334);צו את בני ישראל ונתנו ללוים מנחלת אחזתם ערים לשבת ומגרש לערים סביבתיהם תתנו ללוים
(249348, 1, 4);[1, 30, 6, 50];87;אלון;65540;(4, 36, 4, 5, 65540);ישראל;4;(4, 36, 4, 19, 249348);ואם יהיה היבל לבני ישראל ונוספה נחלתן על נחלת המטה אשר תהיינה להם ומנחלת מטה אבתינו יגרע נחלתן
(270401, 1, 4);[1, 30, 6, 50];87;אלון;70938;(5, 11, 30, 16, 70938);אלוני;1;(5, 11, 30, 61, 270401);הלא המה בעבר הירדן אחרי דרך מבוא השמש בארץ הכנעני הישב בערבה מול הגלגל אצל אלוני מרה
(283074, 1, 4);[1, 30, 6, 50];87;אלון;74298;(5, 21, 8, 13, 74298);ישראל;4;(5, 21, 8, 45, 283074);כפר לעמך ישראל אשר פדית יהוה ואל תתן דם נקי בקרב עמך ישראל ונכפר להם הדם
(58393, 2, 4);[1, 30, 6, 50];87;אלון;15522;(1, 39, 15, 9, 15522);אצלי;1;(1, 39, 15, 36, 58393);ויהי כשמעו כי הרימתי קולי ואקרא ויעזב בגדו אצלי וינס ויצא החוצה
(58519, 2, 4);[1, 30, 6, 50];87;אלון;15554;(1, 39, 18, 7, 15554);אצלי;1;(1, 39, 18, 29, 58519);ויהי כהרימי קולי ואקרא ויעזב בגדו אצלי וינס החוצה
(155749, 2, 4);[1, 30, 6, 50];87;אלון;41093;(3, 11, 8, 3, 41093);תאכלו;2;(3, 11, 8, 9, 155749);מבשרם לא תאכלו ובנבלתם לא תגעו טמאים הם לכם
(274231, 2, 4);[1, 30, 6, 50];87;אלון;71921;(5, 14, 8, 14, 71921);תאכלו;2;(5, 14, 8, 46, 274231);ואת החזיר כי מפריס פרסה הוא ולא גרה טמא הוא לכם מבשרם לא תאכלו ובנבלתם לא תגעו
(276337, 2, 4);[1, 30, 6, 50];87;אלון;72484;(5, 15, 20, 4, 72484);תאכלנו;2;(5, 15, 20, 15, 276337);לפני יהוה אלהיך תאכלנו שנה בשנה במקום אשר יבחר יהוה אתה וביתך
(45108, 3, 4);[1, 30, 6, 50];87;אלון;12024;(1, 31, 30, 11, 12024);את;1;(1, 31, 30, 39, 45108);ועתה הלך הלכת כי נכסף נכספתה לבית אביך למה גנבת את אלהי
(60451, 3, 4);[1, 30, 6, 50];87;אלון;16054;(1, 41, 8, 17, 16054);את;1;(1, 41, 8, 64, 60451);ויהי בבקר ותפעם רוחו וישלח ויקרא את כל חרטמי מצרים ואת כל חכמיה ויספר פרעה להם את חלמו ואין פותר אותם לפרעה
(119844, 3, 4);[1, 30, 6, 50];87;אלון;31616;(2, 28, 30, 21, 31616);ישראל;4;(2, 28, 30, 75, 119844);ונתת אל חשן המשפט את האורים ואת התמים והיו על לב אהרן בבאו לפני יהוה ונשא אהרן את משפט בני ישראל על לבו לפני יהוה תמיד
(131527, 3, 4);[1, 30, 6, 50];87;אלון;34729;(2, 35, 14, 4, 34729);ואת;2;(2, 35, 14, 14, 131527);ואת מנרת המאור ואת כליה ואת נרתיה ואת שמן המאור
(150006, 3, 4);[1, 30, 6, 50];87;אלון;39572;(3, 7, 21, 19, 39572);אשר;1;(3, 7, 21, 63, 150006);ונפש כי תגע בכל טמא בטמאת אדם או בבהמה טמאה או בכל שקץ טמא ואכל מבשר זבח השלמים אשר ליהוה ונכרתה הנפש ההוא מעמיה
(150159, 3, 4);[1, 30, 6, 50];87;אלון;39614;(3, 7, 25, 10, 39614);אשה;1;(3, 7, 25, 30, 150159);כי כל אכל חלב מן הבהמה אשר יקריב ממנה אשה ליהוה ונכרתה הנפש האכלת מעמיה
(168527, 3, 4);[1, 30, 6, 50];87;אלון;44568;(3, 17, 9, 8, 44568);אתו;1;(3, 17, 9, 27, 168527);ואל פתח אהל מועד לא יביאנו לעשות אתו ליהוה ונכרת האיש ההוא מעמיו
(205901, 3, 4);[1, 30, 6, 50];87;אלון;54257;(4, 10, 18, 7, 54257);צבאו;3;(4, 10, 18, 28, 205901);ונסע דגל מחנה ראובן לצבאתם ועל צבאו אליצור בן שדיאור
(223711, 3, 4);[1, 30, 6, 50];87;אלון;58986;(4, 21, 5, 11, 58986);אין;1;(4, 21, 5, 47, 223711);וידבר העם באלהים ובמשה למה העליתנו ממצרים למות במדבר כי אין לחם ואין מים ונפשנו קצה בלחם הקלקל
(235435, 3, 4);[1, 30, 6, 50];87;אלון;62023;(4, 28, 6, 8, 62023);אשה;1;(4, 28, 6, 28, 235435);עלת תמיד העשיה בהר סיני לריח ניחח אשה ליהוה
(235805, 3, 4);[1, 30, 6, 50];87;אלון;62113;(4, 28, 13, 12, 62113);אשה;1;(4, 28, 13, 45, 235805);ועשרן עשרון סלת מנחה בלולה בשמן לכבש האחד עלה ריח ניחח אשה ליהוה
(252188, 3, 4);[1, 30, 6, 50];87;אלון;66259;(5, 1, 41, 4, 66259);חטאנו;3;(5, 1, 41, 17, 252188);ותענו ותאמרו אלי חטאנו ליהוה אנחנו נעלה ונלחמנו ככל אשר צונו יהוה אלהינו ותחגרו איש את כלי מלחמתו ותהינו לעלת ההרה
(295593, 3, 4);[1, 30, 6, 50];87;אלון;77592;(5, 29, 5, 2, 77592);לא;2;(5, 29, 5, 5, 295593);לחם לא אכלתם ויין ושכר לא שתיתם למען תדעו כי אני יהוה אלהיכם
(6420, 4, 4);[1, 30, 6, 50];87;אלון;1709;(1, 5, 24, 3, 1709);את;1;(1, 5, 24, 11, 6420);ויתהלך חנוך את האלהים ואיננו כי לקח אתו אלהים
(12764, 4, 4);[1, 30, 6, 50];87;אלון;3418;(1, 11, 3, 2, 3418);איש;1;(1, 11, 3, 7, 12764);ויאמרו איש אל רעהו הבה נלבנה לבנים ונשרפה לשרפה ותהי להם הלבנה לאבן והחמר היה להם לחמר
(55215, 4, 4);[1, 30, 6, 50];87;אלון;14691;(1, 37, 22, 15, 14691);אל;1;(1, 37, 22, 53, 55215);ויאמר אלהם ראובן אל תשפכו דם השליכו אתו אל הבור הזה אשר במדבר ויד אל תשלחו בו למען הציל אתו מידם להשיבו אל אביו
(118424, 4, 4);[1, 30, 6, 50];87;אלון;31250;(2, 28, 3, 14, 31250);אהרן;1;(2, 28, 3, 45, 118424);ואתה תדבר אל כל חכמי לב אשר מלאתיו רוח חכמה ועשו את בגדי אהרן לקדשו לכהנו לי
(173543, 4, 4);[1, 30, 6, 50];87;אלון;45932;(3, 21, 2, 6, 45932);לאמו;2;(3, 21, 2, 19, 173543);כי אם לשארו הקרב אליו לאמו ולאביו ולבנו ולבתו ולאחיו
(190380, 4, 4);[1, 30, 6, 50];87;אלון;50231;(4, 3, 3, 8, 50231);מלא;3;(4, 3, 3, 32, 190380);אלה שמות בני אהרן הכהנים המשחים אשר מלא ידם לכהן
(218337, 4, 4);[1, 30, 6, 50];87;אלון;57553;(4, 17, 23, 5, 57553);אל;1;(4, 17, 23, 17, 218337);ויהי ממחרת ויבא משה אל אהל העדות והנה פרח מטה אהרן לבית לוי ויצא פרח ויצץ ציץ ויגמל שקדים
(224866, 4, 4);[1, 30, 6, 50];87;אלון;59288;(4, 21, 28, 10, 59288);מואב;3;(4, 21, 28, 36, 224866);כי אש יצאה מחשבון להבה מקרית סיחן אכלה ער מואב בעלי במות ארנן
(233239, 4, 4);[1, 30, 6, 50];87;אלון;61449;(4, 26, 50, 10, 61449);מאות;2;(4, 26, 50, 48, 233239);אלה משפחת נפתלי למשפחתם ופקדיהם חמשה וארבעים אלף וארבע מאות
(246889, 4, 4);[1, 30, 6, 50];87;אלון;64887;(4, 34, 16, 5, 64887);לאמר;2;(4, 34, 16, 16, 246889);וידבר יהוה אל משה לאמר
(11359, 5, 4);[1, 30, 6, 50];87;אלון;3056;(1, 9, 23, 19, 3056);אביהם;1;(1, 9, 23, 78, 11359);ויקח שם ויפת את השמלה וישימו על שכם שניהם וילכו אחרנית ויכסו את ערות אביהם ופניהם אחרנית וערות אביהם לא ראו
(59190, 5, 4);[1, 30, 6, 50];87;אלון;15730;(1, 40, 8, 1, 15730);ויאמרו;3;(1, 40, 8, 3, 59190);ויאמרו אליו חלום חלמנו ופתר אין אתו ויאמר אלהם יוסף הלוא לאלהים פתרנים ספרו נא לי
(152516, 5, 4);[1, 30, 6, 50];87;אלון;40246;(3, 8, 30, 12, 40246);אהרן;1;(3, 8, 30, 38, 152516);ויקח משה משמן המשחה ומן הדם אשר על המזבח ויז על אהרן על בגדיו ועל בניו ועל בגדי בניו אתו ויקדש את אהרן את בגדיו ואת בניו ואת בגדי בניו אתו
(184130, 5, 4);[1, 30, 6, 50];87;אלון;48678;(3, 26, 37, 8, 48678);ולא;3;(3, 26, 37, 31, 184130);וכשלו איש באחיו כמפני חרב ורדף אין ולא תהיה לכם תקומה לפני איביכם
(293983, 5, 4);[1, 30, 6, 50];87;אלון;77176;(5, 28, 49, 13, 77176);לא;2;(5, 28, 49, 46, 293983);ישא יהוה עליך גוי מרחק מקצה הארץ כאשר ידאה הנשר גוי אשר לא תשמע לשנו
(53794, 6, 4);[1, 30, 6, 50];87;אלון;14330;(1, 36, 38, 2, 14330);שאול;2;(1, 36, 38, 6, 53794);וימת שאול וימלך תחתיו בעל חנן בן עכבור
(58299, 6, 4);[1, 30, 6, 50];87;אלון;15497;(1, 39, 14, 4, 15497);ותאמר;3;(1, 39, 14, 17, 58299);ותקרא לאנשי ביתה ותאמר להם לאמר ראו הביא לנו איש עברי לצחק בנו בא אלי לשכב עמי ואקרא בקול גדול
(102164, 6, 4);[1, 30, 6, 50];87;אלון;26945;(2, 16, 16, 16, 26945);לאשר;2;(2, 16, 16, 59, 102164);זה הדבר אשר צוה יהוה לקטו ממנו איש לפי אכלו עמר לגלגלת מספר נפשתיכם איש לאשר באהלו תקחו
(129518, 6, 4);[1, 30, 6, 50];87;אלון;34190;(2, 34, 9, 16, 34190);הוא;3;(2, 34, 9, 54, 129518);ויאמר אם נא מצאתי חן בעיניך אדני ילך נא אדני בקרבנו כי עם קשה ערף הוא וסלחת לעוננו ולחטאתנו ונחלתנו
(158458, 6, 4);[1, 30, 6, 50];87;אלון;41825;(3, 13, 7, 8, 41825);אל;1;(3, 13, 7, 30, 158458);ואם פשה תפשה המספחת בעור אחרי הראתו אל הכהן לטהרתו ונראה שנית אל הכהן
(217752, 6, 4);[1, 30, 6, 50];87;אלון;57394;(4, 17, 11, 22, 57394);יצא;3;(4, 17, 11, 77, 217752);ויאמר משה אל אהרן קח את המחתה ותן עליה אש מעל המזבח ושים קטרת והולך מהרה אל העדה וכפר עליהם כי יצא הקצף מלפני יהוה החל הנגף
(247183, 6, 4);[1, 30, 6, 50];87;אלון;64962;(4, 34, 26, 4, 64962);נשיא;4;(4, 34, 26, 17, 247183);ולמטה בני יששכר נשיא פלטיאל בן עזן
(252285, 6, 4);[1, 30, 6, 50];87;אלון;66282;(5, 1, 42, 6, 66282);לא;2;(5, 1, 42, 20, 252285);ויאמר יהוה אלי אמר להם לא תעלו ולא תלחמו כי אינני בקרבכם ולא תנגפו לפני איביכם
(4748, 7, 4);[1, 30, 6, 50];87;אלון;1260;(1, 4, 13, 1, 1260);ויאמר;3;(1, 4, 13, 3, 4748);ויאמר קין אל יהוה גדול עוני מנשוא
(55135, 7, 4);[1, 30, 6, 50];87;אלון;14670;(1, 37, 21, 2, 14670);ראובן;2;(1, 37, 21, 7, 55135);וישמע ראובן ויצלהו מידם ויאמר לא נכנו נפש
(64080, 7, 4);[1, 30, 6, 50];87;אלון;17008;(1, 42, 22, 10, 17008);תחטאו;4;(1, 42, 22, 40, 64080);ויען ראובן אתם לאמר הלוא אמרתי אליכם לאמר אל תחטאו בילד ולא שמעתם וגם דמו הנה נדרש
(77615, 7, 4);[1, 30, 6, 50];87;אלון;20498;(1, 50, 18, 3, 20498);אחיו;1;(1, 50, 18, 8, 77615);וילכו גם אחיו ויפלו לפניו ויאמרו הננו לך לעבדים
(151724, 7, 4);[1, 30, 6, 50];87;אלון;40030;(3, 8, 18, 2, 40030);את;1;(3, 8, 18, 6, 151724);ויקרב את איל העלה ויסמכו אהרן ובניו את ידיהם על ראש האיל
(168515, 7, 4);[1, 30, 6, 50];87;אלון;44565;(3, 17, 9, 5, 44565);לא;2;(3, 17, 9, 15, 168515);ואל פתח אהל מועד לא יביאנו לעשות אתו ליהוה ונכרת האיש ההוא מעמיו
(218556, 7, 4);[1, 30, 6, 50];87;אלון;57612;(4, 17, 27, 3, 57612);ישראל;4;(4, 17, 27, 13, 218556);ויאמרו בני ישראל אל משה לאמר הן גוענו אבדנו כלנו אבדנו
(237553, 7, 4);[1, 30, 6, 50];87;אלון;62534;(4, 29, 19, 4, 62534);חטאת;3;(4, 29, 19, 15, 237553);ושעיר עזים אחד חטאת מלבד עלת התמיד ומנחתה ונסכיהם
(248063, 7, 4);[1, 30, 6, 50];87;אלון;65184;(4, 35, 15, 2, 65184);ישראל;4;(4, 35, 15, 8, 248063);לבני ישראל ולגר ולתושב בתוכם תהיינה שש הערים האלה למקלט לנוס שמה כל מכה נפש בשגגה
(24436, 8, 4);[1, 30, 6, 50];87;אלון;6508;(1, 20, 3, 4, 6508);אבימלך;1;(1, 20, 3, 12, 24436);ויבא אלהים אל אבימלך בחלום הלילה ויאמר לו הנך מת על האשה אשר לקחת והוא בעלת בעל
(44522, 8, 4);[1, 30, 6, 50];87;אלון;11862;(1, 31, 18, 15, 11862);ארם;1;(1, 31, 18, 49, 44522);וינהג את כל מקנהו ואת כל רכשו אשר רכש מקנה קנינו אשר רכש בפדן ארם לבוא אל יצחק אביו ארצה כנען
(46430, 8, 4);[1, 30, 6, 50];87;אלון;12381;(1, 31, 54, 6, 12381);לאחיו;2;(1, 31, 54, 22, 46430);ויזבח יעקב זבח בהר ויקרא לאחיו לאכל לחם ויאכלו לחם וילינו בהר
(64921, 8, 4);[1, 30, 6, 50];87;אלון;17225;(1, 42, 37, 11, 17225);לא;2;(1, 42, 37, 36, 64921);ויאמר ראובן אל אביו לאמר את שני בני תמית אם לא אביאנו אליך תנה אתו על ידי ואני אשיבנו אליך
(108955, 8, 4);[1, 30, 6, 50];87;אלון;28795;(2, 21, 22, 7, 28795);ויצאו;4;(2, 21, 22, 27, 108955);וכי ינצו אנשים ונגפו אשה הרה ויצאו ילדיה ולא יהיה אסון ענוש יענש כאשר ישית עליו בעל האשה ונתן בפללים
(110846, 8, 4);[1, 30, 6, 50];87;אלון;29344;(2, 22, 28, 1, 29344);מלאתך;3;(2, 22, 28, 3, 110846);מלאתך ודמעך לא תאחר בכור בניך תתן לי
(121986, 8, 4);[1, 30, 6, 50];87;אלון;32181;(2, 29, 26, 9, 32181);אתו;1;(2, 29, 26, 35, 121986);ולקחת את החזה מאיל המלאים אשר לאהרן והנפת אתו תנופה לפני יהוה והיה לך למנה
(128326, 8, 4);[1, 30, 6, 50];87;אלון;33859;(2, 33, 10, 14, 33859);איש;1;(2, 33, 10, 45, 128326);וראה כל העם את עמוד הענן עמד פתח האהל וקם כל העם והשתחוו איש פתח אהלו
(141805, 8, 4);[1, 30, 6, 50];87;אלון;37383;(3, 1, 5, 2, 37383);את;1;(3, 1, 5, 5, 141805);ושחט את בן הבקר לפני יהוה והקריבו בני אהרן הכהנים את הדם וזרקו את הדם על המזבח סביב אשר פתח אהל מועד
(168278, 8, 4);[1, 30, 6, 50];87;אלון;44501;(3, 17, 5, 14, 44501);והביאם;5;(3, 17, 5, 52, 168278);למען אשר יביאו בני ישראל את זבחיהם אשר הם זבחים על פני השדה והביאם ליהוה אל פתח אהל מועד אל הכהן וזבחו זבחי שלמים ליהוה אותם
(233959, 8, 4);[1, 30, 6, 50];87;אלון;61632;(4, 26, 65, 11, 61632);איש;1;(4, 26, 65, 35, 233959);כי אמר יהוה להם מות ימתו במדבר ולא נותר מהם איש כי אם כלב בן יפנה ויהושע בן נון
(301576, 8, 4);[1, 30, 6, 50];87;אלון;79126;(5, 32, 26, 4, 79126);מאנוש;2;(5, 32, 26, 19, 301576);אמרתי אפאיהם אשביתה מאנוש זכרם
(27441, 9, 4);[1, 30, 6, 50];87;אלון;7322;(1, 22, 8, 1, 7322);ויאמר;3;(1, 22, 8, 3, 27441);ויאמר אברהם אלהים יראה לו השה לעלה בני וילכו שניהם יחדו
(98526, 9, 4);[1, 30, 6, 50];87;אלון;26000;(2, 14, 10, 3, 26000);וישאו;4;(2, 14, 10, 14, 98526);ופרעה הקריב וישאו בני ישראל את עיניהם והנה מצרים נסע אחריהם וייראו מאד ויצעקו בני ישראל אל יהוה
(178878, 9, 4);[1, 30, 6, 50];87;אלון;47335;(3, 24, 8, 9, 47335);מאת;2;(3, 24, 8, 36, 178878);ביום השבת ביום השבת יערכנו לפני יהוה תמיד מאת בני ישראל ברית עולם
(221984, 9, 4);[1, 30, 6, 50];87;אלון;58528;(4, 20, 3, 5, 58528);ויאמרו;3;(4, 20, 3, 15, 221984);וירב העם עם משה ויאמרו לאמר ולו גוענו בגוע אחינו לפני יהוה
(223967, 9, 4);[1, 30, 6, 50];87;אלון;59057;(4, 21, 9, 13, 59057);איש;1;(4, 21, 9, 41, 223967);ויעש משה נחש נחשת וישמהו על הנס והיה אם נשך הנחש את איש והביט אל נחש הנחשת וחי
(231149, 9, 4);[1, 30, 6, 50];87;אלון;60991;(4, 26, 2, 15, 60991);יצא;3;(4, 26, 2, 50, 231149);שאו את ראש כל עדת בני ישראל מבן עשרים שנה ומעלה לבית אבתם כל יצא צבא בישראל
(278094, 9, 4);[1, 30, 6, 50];87;אלון;72945;(5, 17, 5, 20, 72945);את;1;(5, 17, 5, 62, 278094);והוצאת את האיש ההוא או את האשה ההוא אשר עשו את הדבר הרע הזה אל שעריך את האיש או את האשה וסקלתם באבנים ומתו
(16698, 10, 4);[1, 30, 6, 50];87;אלון;4474;(1, 14, 13, 1, 4474);ויבא;4;(1, 14, 13, 4, 16698);ויבא הפליט ויגד לאברם העברי והוא שכן באלני ממרא האמרי אחי אשכל ואחי ענר והם בעלי ברית אברם
(48733, 10, 4);[1, 30, 6, 50];87;אלון;12984;(1, 33, 11, 10, 12984);אלהים;1;(1, 33, 11, 27, 48733);קח נא את ברכתי אשר הבאת לך כי חנני אלהים וכי יש לי כל ויפצר בו ויקח
(88990, 10, 4);[1, 30, 6, 50];87;אלון;23448;(2, 8, 18, 7, 23448);אשר;1;(2, 8, 18, 24, 88990);והפליתי ביום ההוא את ארץ גשן אשר עמי עמד עליה לבלתי היות שם ערב למען תדע כי אני יהוה בקרב הארץ
(212466, 10, 4);[1, 30, 6, 50];87;אלון;56010;(4, 14, 29, 13, 56010);אשר;1;(4, 14, 29, 53, 212466);במדבר הזה יפלו פגריכם וכל פקדיכם לכל מספרכם מבן עשרים שנה ומעלה אשר הלינתם עלי
(244611, 10, 4);[1, 30, 6, 50];87;אלון;64334;(4, 33, 10, 2, 64334);מאילם;2;(4, 33, 10, 7, 244611);ויסעו מאילם ויחנו על ים סוף
(245959, 10, 4);[1, 30, 6, 50];87;אלון;64648;(4, 33, 54, 16, 64648);יצא;3;(4, 33, 54, 67, 245959);והתנחלתם את הארץ בגורל למשפחתיכם לרב תרבו את נחלתו ולמעט תמעיט את נחלתו אל אשר יצא לו שמה הגורל לו יהיה למטות אבתיכם תתנחלו
(271504, 10, 4);[1, 30, 6, 50];87;אלון;71211;(5, 12, 15, 11, 71211);אשר;1;(5, 12, 15, 39, 271504);רק בכל אות נפשך תזבח ואכלת בשר כברכת יהוה אלהיך אשר נתן לך בכל שעריך הטמא והטהור יאכלנו כצבי וכאיל
(12830, 11, 4);[1, 30, 6, 50];87;אלון;3434;(1, 11, 4, 1, 3434);ויאמרו;3;(1, 11, 4, 3, 12830);ויאמרו הבה נבנה לנו עיר ומגדל וראשו בשמים ונעשה לנו שם פן נפוץ על פני כל הארץ
(41110, 11, 4);[1, 30, 6, 50];87;אלון;10944;(1, 29, 28, 4, 10944);וימלא;5;(1, 29, 28, 15, 41110);ויעש יעקב כן וימלא שבע זאת ויתן לו את רחל בתו לו לאשה
(162484, 11, 4);[1, 30, 6, 50];87;אלון;42928;(3, 14, 21, 16, 42928);אחד;1;(3, 14, 21, 56, 162484);ואם דל הוא ואין ידו משגת ולקח כבש אחד אשם לתנופה לכפר עליו ועשרון סלת אחד בלול בשמן למנחה ולג שמן
(186282, 11, 4);[1, 30, 6, 50];87;אלון;49247;(3, 27, 33, 1, 49247);לא;2;(3, 27, 33, 2, 186282);לא יבקר בין טוב לרע ולא ימירנו ואם המר ימירנו והיה הוא ותמורתו יהיה קדש לא יגאל
(297408, 11, 4);[1, 30, 6, 50];87;אלון;78057;(5, 30, 6, 9, 78057);לאהבה;2;(5, 30, 6, 30, 297408);ומל יהוה אלהיך את לבבך ואת לבב זרעך לאהבה את יהוה אלהיך בכל לבבך ובכל נפשך למען חייך
(6050, 12, 4);[1, 30, 6, 50];87;אלון;1615;(1, 5, 15, 8, 1615);את;1;(1, 5, 15, 31, 6050);ויחי מהללאל חמש שנים וששים שנה ויולד את ירד
(8175, 12, 4);[1, 30, 6, 50];87;אלון;2188;(1, 7, 4, 21, 2188);האדמה;2;(1, 7, 4, 80, 8175);כי לימים עוד שבעה אנכי ממטיר על הארץ ארבעים יום וארבעים לילה ומחיתי את כל היקום אשר עשיתי מעל פני האדמה
(49420, 12, 4);[1, 30, 6, 50];87;אלון;13172;(1, 34, 6, 1, 13172);ויצא;4;(1, 34, 6, 4, 49420);ויצא חמור אבי שכם אל יעקב לדבר אתו
(53948, 12, 4);[1, 30, 6, 50];87;אלון;14370;(1, 36, 41, 2, 14370);אהליבמה;1;(1, 36, 41, 5, 53948);אלוף אהליבמה אלוף אלה אלוף פינן
(71259, 12, 4);[1, 30, 6, 50];87;אלון;18842;(1, 46, 22, 4, 18842);אשר;1;(1, 46, 22, 10, 71259);אלה בני רחל אשר ילד ליעקב כל נפש ארבעה עשר
(94386, 12, 4);[1, 30, 6, 50];87;אלון;24913;(2, 12, 9, 9, 24913);אם;1;(2, 12, 9, 28, 94386);אל תאכלו ממנו נא ובשל מבשל במים כי אם צלי אש ראשו על כרעיו ועל קרבו
(113172, 12, 4);[1, 30, 6, 50];87;אלון;29956;(2, 24, 13, 7, 29956);אל;1;(2, 24, 13, 26, 113172);ויקם משה ויהושע משרתו ויעל משה אל הר האלהים
(195970, 12, 4);[1, 30, 6, 50];87;אלון;51670;(4, 5, 15, 12, 51670);האיפה;2;(4, 5, 15, 44, 195970);והביא האיש את אשתו אל הכהן והביא את קרבנה עליה עשירת האיפה קמח שערים לא יצק עליו שמן ולא יתן עליו לבנה כי מנחת קנאת הוא מנחת זכרון מזכרת עון
(209210, 12, 4);[1, 30, 6, 50];87;אלון;55134;(4, 12, 11, 6, 55134);אדני;1;(4, 12, 11, 17, 209210);ויאמר אהרן אל משה בי אדני אל נא תשת עלינו חטאת אשר נואלנו ואשר חטאנו
(237411, 12, 4);[1, 30, 6, 50];87;אלון;62502;(4, 29, 16, 3, 62502);אחד;1;(4, 29, 16, 10, 237411);ושעיר עזים אחד חטאת מלבד עלת התמיד מנחתה ונסכה
(255843, 12, 4);[1, 30, 6, 50];87;אלון;67220;(5, 3, 21, 23, 67220);אשר;1;(5, 3, 21, 89, 255843);ואת יהושוע צויתי בעת ההוא לאמר עיניך הראת את כל אשר עשה יהוה אלהיכם לשני המלכים האלה כן יעשה יהוה לכל הממלכות אשר אתה עבר שמה
(261306, 12, 4);[1, 30, 6, 50];87;אלון;68634;(5, 6, 2, 2, 68634);תירא;4;(5, 6, 2, 8, 261306);למען תירא את יהוה אלהיך לשמר את כל חקתיו ומצותיו אשר אנכי מצוך אתה ובנך ובן בנך כל ימי חייך ולמען יארכן ימיך
(268269, 12, 4);[1, 30, 6, 50];87;אלון;70394;(5, 10, 17, 7, 70394);ואדני;2;(5, 10, 17, 27, 268269);כי יהוה אלהיכם הוא אלהי האלהים ואדני האדנים האל הגדל הגבר והנורא אשר לא ישא פנים ולא יקח שחד
(274429, 12, 4);[1, 30, 6, 50];87;אלון;71974;(5, 14, 15, 6, 71974);ואת;2;(5, 14, 15, 20, 274429);ואת בת היענה ואת התחמס ואת השחף ואת הנץ למינהו
