(n, d, k);[Gematria of ELS];Gematria WordTotal of ELS;ELS Search Term;Found in WordNumber In Text;WordCoordinatesDWTK;Found in Word In Text;LetterPositionIndex In Word;LetterCoordinatesD5K of First Letter in ELS;Found In Verse
(63163, -97, 4);[50, 6, 30, 1];87;אלון;16774;(1, 42, 4, 13, 16774);יקראנו;5;(1, 42, 4, 43, 63163);ואת בנימין אחי יוסף לא שלח יעקב את אחיו כי אמר פן יקראנו אסון
(98857, -97, 4);[50, 6, 30, 1];87;אלון;26084;(2, 14, 14, 5, 26084);תחרשון;6;(2, 14, 14, 21, 98857);יהוה ילחם לכם ואתם תחרשון
(113279, -97, 4);[50, 6, 30, 1];87;אלון;29986;(2, 24, 16, 1, 29986);וישכן;5;(2, 24, 16, 5, 113279);וישכן כבוד יהוה על הר סיני ויכסהו הענן ששת ימים ויקרא אל משה ביום השביעי מתוך הענן
(206213, -97, 4);[50, 6, 30, 1];87;אלון;54339;(4, 10, 27, 5, 54339);נפתלי;1;(4, 10, 27, 13, 206213);ועל צבא מטה בני נפתלי אחירע בן עינן
(247245, -97, 4);[50, 6, 30, 1];87;אלון;64978;(4, 34, 28, 6, 64978);בן;2;(4, 34, 28, 24, 247245);ולמטה בני נפתלי נשיא פדהאל בן עמיהוד
(272016, -97, 4);[50, 6, 30, 1];87;אלון;71343;(5, 12, 22, 13, 71343);יאכלנו;5;(5, 12, 22, 50, 272016);אך כאשר יאכל את הצבי ואת האיל כן תאכלנו הטמא והטהור יחדו יאכלנו
(275051, -97, 4);[50, 6, 30, 1];87;אלון;72135;(5, 14, 28, 3, 72135);שנים;2;(5, 14, 28, 9, 275051);מקצה שלש שנים תוציא את כל מעשר תבואתך בשנה ההוא והנחת בשעריך
(289352, -97, 4);[50, 6, 30, 1];87;אלון;75988;(5, 26, 6, 4, 75988);ויענונו;6;(5, 26, 6, 21, 289352);וירעו אתנו המצרים ויענונו ויתנו עלינו עבדה קשה
(3240, -96, 4);[50, 6, 30, 1];87;אלון;851;(1, 3, 7, 2, 851);עיני;3;(1, 3, 7, 10, 3240);ותפקחנה עיני שניהם וידעו כי עירמם הם ויתפרו עלה תאנה ויעשו להם חגרת
(77202, -96, 4);[50, 6, 30, 1];87;אלון;20385;(1, 50, 11, 7, 20385);בגרן;4;(1, 50, 11, 28, 77202);וירא יושב הארץ הכנעני את האבל בגרן האטד ויאמרו אבל כבד זה למצרים על כן קרא שמה אבל מצרים אשר בעבר הירדן
(102314, -96, 4);[50, 6, 30, 1];87;אלון;26982;(2, 16, 20, 7, 26982);ממנו;3;(2, 16, 20, 26, 102314);ולא שמעו אל משה ויותרו אנשים ממנו עד בקר וירם תולעים ויבאש ויקצף עלהם משה
(106090, -96, 4);[50, 6, 30, 1];87;אלון;28003;(2, 19, 9, 10, 28003);הענן;4;(2, 19, 9, 34, 106090);ויאמר יהוה אל משה הנה אנכי בא אליך בעב הענן בעבור ישמע העם בדברי עמך וגם בך יאמינו לעולם ויגד משה את דברי העם אל יהוה
(179796, -96, 4);[50, 6, 30, 1];87;אלון;47586;(3, 25, 5, 11, 47586);שנת;2;(3, 25, 5, 38, 179796);את ספיח קצירך לא תקצור ואת ענבי נזירך לא תבצר שנת שבתון יהיה לארץ
(186315, -96, 4);[50, 6, 30, 1];87;אלון;49256;(3, 27, 33, 10, 49256);ימירנו;5;(3, 27, 33, 35, 186315);לא יבקר בין טוב לרע ולא ימירנו ואם המר ימירנו והיה הוא ותמורתו יהיה קדש לא יגאל
(193136, -96, 4);[50, 6, 30, 1];87;אלון;50925;(4, 4, 10, 1, 50925);ונתנו;4;(4, 4, 10, 4, 193136);ונתנו אתה ואת כל כליה אל מכסה עור תחש ונתנו על המוט
(208158, -96, 4);[50, 6, 30, 1];87;אלון;54858;(4, 11, 25, 20, 54858);ויתנבאו;4;(4, 11, 25, 80, 208158);וירד יהוה בענן וידבר אליו ויאצל מן הרוח אשר עליו ויתן על שבעים איש הזקנים ויהי כנוח עליהם הרוח ויתנבאו ולא יספו
(242832, -96, 4);[50, 6, 30, 1];87;אלון;63884;(4, 32, 16, 10, 63884);לטפנו;4;(4, 32, 16, 43, 242832);ויגשו אליו ויאמרו גדרת צאן נבנה למקננו פה וערים לטפנו
(243897, -96, 4);[50, 6, 30, 1];87;אלון;64156;(4, 32, 37, 2, 64156);ראובן;5;(4, 32, 37, 9, 243897);ובני ראובן בנו את חשבון ואת אלעלא ואת קריתים
(274966, -96, 4);[50, 6, 30, 1];87;אלון;72113;(5, 14, 26, 14, 72113);נפשך;1;(5, 14, 26, 55, 274966);ונתתה הכסף בכל אשר תאוה נפשך בבקר ובצאן וביין ובשכר ובכל אשר תשאלך נפשך ואכלת שם לפני יהוה אלהיך ושמחת אתה וביתך
(280678, -96, 4);[50, 6, 30, 1];87;אלון;73648;(5, 19, 7, 3, 73648);אנכי;2;(5, 19, 7, 6, 280678);על כן אנכי מצוך לאמר שלש ערים תבדיל לך
(299929, -96, 4);[50, 6, 30, 1];87;אלון;78702;(5, 31, 21, 31, 78702);נשבעתי;1;(5, 31, 21, 110, 299929);והיה כי תמצאן אתו רעות רבות וצרות וענתה השירה הזאת לפניו לעד כי לא תשכח מפי זרעו כי ידעתי את יצרו אשר הוא עשה היום בטרם אביאנו אל הארץ אשר נשבעתי
(176725, -95, 4);[50, 6, 30, 1];87;אלון;46802;(3, 23, 13, 2, 46802);שני;2;(3, 23, 13, 8, 176725);ומנחתו שני עשרנים סלת בלולה בשמן אשה ליהוה ריח ניחח ונסכה יין רביעת ההין
(209591, -95, 4);[50, 6, 30, 1];87;אלון;55239;(4, 13, 3, 10, 55239);אנשים;2;(4, 13, 3, 33, 209591);וישלח אתם משה ממדבר פארן על פי יהוה כלם אנשים ראשי בני ישראל המה
(216740, -95, 4);[50, 6, 30, 1];87;אלון;57127;(4, 16, 28, 7, 57127);שלחני;4;(4, 16, 28, 27, 216740);ויאמר משה בזאת תדעון כי יהוה שלחני לעשות את כל המעשים האלה כי לא מלבי
(231130, -95, 4);[50, 6, 30, 1];87;אלון;60986;(4, 26, 2, 10, 60986);שנה;2;(4, 26, 2, 31, 231130);שאו את ראש כל עדת בני ישראל מבן עשרים שנה ומעלה לבית אבתם כל יצא צבא בישראל
(254055, -95, 4);[50, 6, 30, 1];87;אלון;66741;(5, 2, 29, 15, 66741);הירדן;5;(5, 2, 29, 59, 254055);כאשר עשו לי בני עשו הישבים בשעיר והמואבים הישבים בער עד אשר אעבר את הירדן אל הארץ אשר יהוה אלהינו נתן לנו
(282931, -95, 4);[50, 6, 30, 1];87;אלון;74260;(5, 21, 5, 20, 74260);נגע;1;(5, 21, 5, 70, 282931);ונגשו הכהנים בני לוי כי בם בחר יהוה אלהיך לשרתו ולברך בשם יהוה ועל פיהם יהיה כל ריב וכל נגע
(98553, -94, 4);[50, 6, 30, 1];87;אלון;26007;(2, 14, 10, 10, 26007);נסע;1;(2, 14, 10, 41, 98553);ופרעה הקריב וישאו בני ישראל את עיניהם והנה מצרים נסע אחריהם וייראו מאד ויצעקו בני ישראל אל יהוה
(119993, -94, 4);[50, 6, 30, 1];87;אלון;31655;(2, 28, 33, 12, 31655);ופעמני;5;(2, 28, 33, 51, 119993);ועשית על שוליו רמני תכלת וארגמן ותולעת שני על שוליו סביב ופעמני זהב בתוכם סביב
(122141, -94, 4);[50, 6, 30, 1];87;אלון;32219;(2, 29, 28, 15, 32219);בני;2;(2, 29, 28, 58, 122141);והיה לאהרן ולבניו לחק עולם מאת בני ישראל כי תרומה הוא ותרומה יהיה מאת בני ישראל מזבחי שלמיהם תרומתם ליהוה
(141688, -94, 4);[50, 6, 30, 1];87;אלון;37351;(3, 1, 2, 17, 37351);ומן;3;(3, 1, 2, 60, 141688);דבר אל בני ישראל ואמרת אלהם אדם כי יקריב מכם קרבן ליהוה מן הבהמה מן הבקר ומן הצאן תקריבו את קרבנכם
(206578, -94, 4);[50, 6, 30, 1];87;אלון;54436;(4, 10, 34, 5, 54436);בנסעם;2;(4, 10, 34, 19, 206578);וענן יהוה עליהם יומם בנסעם מן המחנה
(210795, -94, 4);[50, 6, 30, 1];87;אלון;55563;(4, 13, 32, 8, 55563);בני;2;(4, 13, 32, 26, 210795);ויציאו דבת הארץ אשר תרו אתה אל בני ישראל לאמר הארץ אשר עברנו בה לתור אתה ארץ אכלת יושביה הוא וכל העם אשר ראינו בתוכה אנשי מדות
(215927, -94, 4);[50, 6, 30, 1];87;אלון;56916;(4, 16, 13, 3, 56916);העליתנו;6;(4, 16, 13, 12, 215927);המעט כי העליתנו מארץ זבת חלב ודבש להמיתנו במדבר כי תשתרר עלינו גם השתרר
(228632, -94, 4);[50, 6, 30, 1];87;אלון;60324;(4, 23, 23, 3, 60324);נחש;1;(4, 23, 23, 5, 228632);כי לא נחש ביעקב ולא קסם בישראל כעת יאמר ליעקב ולישראל מה פעל אל
(27249, -93, 4);[50, 6, 30, 1];87;אלון;7273;(1, 22, 5, 4, 7273);נעריו;1;(1, 22, 5, 13, 27249);ויאמר אברהם אל נעריו שבו לכם פה עם החמור ואני והנער נלכה עד כה ונשתחוה ונשובה אליכם
(44510, -93, 4);[50, 6, 30, 1];87;אלון;11858;(1, 31, 18, 11, 11858);קנינו;4;(1, 31, 18, 37, 44510);וינהג את כל מקנהו ואת כל רכשו אשר רכש מקנה קנינו אשר רכש בפדן ארם לבוא אל יצחק אביו ארצה כנען
(68589, -93, 4);[50, 6, 30, 1];87;אלון;18151;(1, 44, 31, 12, 18151);אבינו;4;(1, 44, 31, 48, 68589);והיה כראותו כי אין הנער ומת והורידו עבדיך את שיבת עבדך אבינו ביגון שאלה
(85763, -93, 4);[50, 6, 30, 1];87;אלון;22612;(2, 6, 19, 1, 22612);ובני;3;(2, 6, 19, 3, 85763);ובני מררי מחלי ומושי אלה משפחת הלוי לתלדתם
(152430, -93, 4);[50, 6, 30, 1];87;אלון;40222;(3, 8, 29, 6, 40222);תנופה;2;(3, 8, 29, 22, 152430);ויקח משה את החזה ויניפהו תנופה לפני יהוה מאיל המלאים למשה היה למנה כאשר צוה יהוה את משה
(189709, -93, 4);[50, 6, 30, 1];87;אלון;50070;(4, 2, 22, 6, 50070);אבידן;5;(4, 2, 22, 28, 189709);ומטה בנימן ונשיא לבני בנימן אבידן בן גדעני
(232093, -93, 4);[50, 6, 30, 1];87;אלון;61203;(4, 26, 24, 4, 61203);לשמרן;5;(4, 26, 24, 20, 232093);לישוב משפחת הישבי לשמרן משפחת השמרני
(239075, -93, 4);[50, 6, 30, 1];87;אלון;62902;(4, 30, 12, 10, 62902);נדריה;1;(4, 30, 12, 31, 239075);ושמע אישה והחרש לה לא הניא אתה וקמו כל נדריה וכל אסר אשר אסרה על נפשה יקום
(247729, -93, 4);[50, 6, 30, 1];87;אלון;65098;(4, 35, 8, 3, 65098);תתנו;3;(4, 35, 8, 12, 247729);והערים אשר תתנו מאחזת בני ישראל מאת הרב תרבו ומאת המעט תמעיטו איש כפי נחלתו אשר ינחלו יתן מעריו ללוים
(283749, -93, 4);[50, 6, 30, 1];87;אלון;74478;(5, 21, 20, 9, 74478);איננו;4;(5, 21, 20, 33, 283749);ואמרו אל זקני עירו בננו זה סורר ומרה איננו שמע בקלנו זולל וסבא
(287938, -93, 4);[50, 6, 30, 1];87;אלון;75618;(5, 24, 21, 9, 75618);ולאלמנה;6;(5, 24, 21, 36, 287938);כי תבצר כרמך לא תעולל אחריך לגר ליתום ולאלמנה יהיה
(33951, -92, 4);[50, 6, 30, 1];87;אלון;9041;(1, 25, 24, 6, 9041);בבטנה;4;(1, 25, 24, 26, 33951);וימלאו ימיה ללדת והנה תומם בבטנה
(55362, -92, 4);[50, 6, 30, 1];87;אלון;14730;(1, 37, 25, 5, 14730);עיניהם;3;(1, 37, 25, 20, 55362);וישבו לאכל לחם וישאו עיניהם ויראו והנה ארחת ישמעאלים באה מגלעד וגמליהם נשאים נכאת וצרי ולט הולכים להוריד מצרימה
(97013, -92, 4);[50, 6, 30, 1];87;אלון;25604;(2, 13, 5, 13, 25604);נשבע;1;(2, 13, 5, 53, 97013);והיה כי יביאך יהוה אל ארץ הכנעני והחתי והאמרי והחוי והיבוסי אשר נשבע לאבתיך לתת לך ארץ זבת חלב ודבש ועבדת את העבדה הזאת בחדש הזה
(103230, -92, 4);[50, 6, 30, 1];87;אלון;27225;(2, 17, 1, 12, 27225);ויחנו;4;(2, 17, 1, 45, 103230);ויסעו כל עדת בני ישראל ממדבר סין למסעיהם על פי יהוה ויחנו ברפידים ואין מים לשתת העם
(151155, -92, 4);[50, 6, 30, 1];87;אלון;39872;(3, 8, 8, 5, 39872);ויתן;4;(3, 8, 8, 18, 151155);וישם עליו את החשן ויתן אל החשן את האורים ואת התמים
(186692, -92, 4);[50, 6, 30, 1];87;אלון;49350;(4, 1, 8, 2, 49350);נתנאל;1;(4, 1, 8, 7, 186692);ליששכר נתנאל בן צוער
(210454, -92, 4);[50, 6, 30, 1];87;אלון;55469;(4, 13, 26, 14, 55469);פארן;4;(4, 13, 26, 48, 210454);וילכו ויבאו אל משה ואל אהרן ואל כל עדת בני ישראל אל מדבר פארן קדשה וישיבו אתם דבר ואת כל העדה ויראום את פרי הארץ
(234240, -92, 4);[50, 6, 30, 1];87;אלון;61708;(4, 27, 4, 11, 61708);תנה;2;(4, 27, 4, 35, 234240);למה יגרע שם אבינו מתוך משפחתו כי אין לו בן תנה לנו אחזה בתוך אחי אבינו
(281782, -92, 4);[50, 6, 30, 1];87;אלון;73947;(5, 20, 6, 4, 73947);נטע;1;(5, 20, 6, 11, 281782);ומי האיש אשר נטע כרם ולא חללו ילך וישב לביתו פן ימות במלחמה ואיש אחר יחללנו
(295617, -92, 4);[50, 6, 30, 1];87;אלון;77598;(5, 29, 5, 8, 77598);למען;4;(5, 29, 5, 29, 295617);לחם לא אכלתם ויין ושכר לא שתיתם למען תדעו כי אני יהוה אלהיכם
(6606, -91, 4);[50, 6, 30, 1];87;אלון;1755;(1, 5, 28, 4, 1755);ושמנים;4;(1, 5, 28, 15, 6606);ויחי למך שתים ושמנים שנה ומאת שנה ויולד בן
(47438, -91, 4);[50, 6, 30, 1];87;אלון;12635;(1, 32, 18, 17, 12635);לפניך;3;(1, 32, 18, 61, 47438);ויצו את הראשון לאמר כי יפגשך עשו אחי ושאלך לאמר למי אתה ואנה תלך ולמי אלה לפניך
(59508, -91, 4);[50, 6, 30, 1];87;אלון;15810;(1, 40, 13, 16, 15810);הראשון;6;(1, 40, 13, 62, 59508);בעוד שלשת ימים ישא פרעה את ראשך והשיבך על כנך ונתת כוס פרעה בידו כמשפט הראשון אשר היית משקהו
(154830, -91, 4);[50, 6, 30, 1];87;אלון;40849;(3, 10, 12, 13, 40849);המנחה;3;(3, 10, 12, 49, 154830);וידבר משה אל אהרן ואל אלעזר ואל איתמר בניו הנותרים קחו את המנחה הנותרת מאשי יהוה ואכלוה מצות אצל המזבח כי קדש קדשים הוא
(243188, -91, 4);[50, 6, 30, 1];87;אלון;63975;(4, 32, 23, 5, 63975);הנה;2;(4, 32, 23, 14, 243188);ואם לא תעשון כן הנה חטאתם ליהוה ודעו חטאתכם אשר תמצא אתכם
(253132, -91, 4);[50, 6, 30, 1];87;אלון;66502;(5, 2, 12, 9, 66502);מפניהם;3;(5, 2, 12, 44, 253132);ובשעיר ישבו החרים לפנים ובני עשו יירשום וישמידום מפניהם וישבו תחתם כאשר עשה ישראל לארץ ירשתו אשר נתן יהוה להם
(6776, -90, 4);[50, 6, 30, 1];87;אלון;1800;(1, 5, 31, 10, 1800);שנה;2;(1, 5, 31, 34, 6776);ויהי כל ימי למך שבע ושבעים שנה ושבע מאות שנה וימת
(78316, -90, 4);[50, 6, 30, 1];87;אלון;20677;(2, 1, 9, 4, 20677);הנה;2;(2, 1, 9, 12, 78316);ויאמר אל עמו הנה עם בני ישראל רב ועצום ממנו
(92508, -90, 4);[50, 6, 30, 1];87;אלון;24394;(2, 10, 14, 16, 24394);כן;2;(2, 10, 14, 55, 92508);ויעל הארבה על כל ארץ מצרים וינח בכל גבול מצרים כבד מאד לפניו לא היה כן ארבה כמהו ואחריו לא יהיה כן
(103893, -90, 4);[50, 6, 30, 1];87;אלון;27401;(2, 17, 12, 10, 27401);ואהרן;5;(2, 17, 12, 44, 103893);וידי משה כבדים ויקחו אבן וישימו תחתיו וישב עליה ואהרן וחור תמכו בידיו מזה אחד ומזה אחד ויהי ידיו אמונה עד בא השמש
(150395, -90, 4);[50, 6, 30, 1];87;אלון;39674;(3, 7, 30, 16, 39674);לפני;3;(3, 7, 30, 60, 150395);ידיו תביאינה את אשי יהוה את החלב על החזה יביאנו את החזה להניף אתו תנופה לפני יהוה
(48471, -89, 4);[50, 6, 30, 1];87;אלון;12912;(1, 33, 5, 16, 12912);חנן;3;(1, 33, 5, 60, 48471);וישא את עיניו וירא את הנשים ואת הילדים ויאמר מי אלה לך ויאמר הילדים אשר חנן אלהים את עבדך
(50431, -89, 4);[50, 6, 30, 1];87;אלון;13439;(1, 34, 25, 10, 13439);שמעון;5;(1, 34, 25, 45, 50431);ויהי ביום השלישי בהיותם כאבים ויקחו שני בני יעקב שמעון ולוי אחי דינה איש חרבו ויבאו על העיר בטח ויהרגו כל זכר
(57075, -89, 4);[50, 6, 30, 1];87;אלון;15175;(1, 38, 22, 8, 15175);אנשי;2;(1, 38, 22, 29, 57075);וישב אל יהודה ויאמר לא מצאתיה וגם אנשי המקום אמרו לא היתה בזה קדשה
(68366, -89, 4);[50, 6, 30, 1];87;אלון;18093;(1, 44, 26, 20, 18093);אתנו;3;(1, 44, 26, 76, 68366);ונאמר לא נוכל לרדת אם יש אחינו הקטן אתנו וירדנו כי לא נוכל לראות פני האיש ואחינו הקטן איננו אתנו
(164932, -89, 4);[50, 6, 30, 1];87;אלון;43593;(3, 15, 14, 12, 43593);לפני;3;(3, 15, 14, 41, 164932);וביום השמיני יקח לו שתי תרים או שני בני יונה ובא לפני יהוה אל פתח אהל מועד ונתנם אל הכהן
(186718, -89, 4);[50, 6, 30, 1];87;אלון;49356;(4, 1, 9, 4, 49356);חלן;3;(4, 1, 9, 16, 186718);לזבולן אליאב בן חלן
(189701, -89, 4);[50, 6, 30, 1];87;אלון;50069;(4, 2, 22, 5, 50069);בנימן;2;(4, 2, 22, 20, 189701);ומטה בנימן ונשיא לבני בנימן אבידן בן גדעני
(259962, -89, 4);[50, 6, 30, 1];87;אלון;68284;(5, 5, 11, 10, 68284);ינקה;2;(5, 5, 11, 28, 259962);לא תשא את שם יהוה אלהיך לשוא כי לא ינקה יהוה את אשר ישא את שמו לשוא
(3339, -88, 4);[50, 6, 30, 1];87;אלון;875;(1, 3, 8, 13, 875);מפני;3;(1, 3, 8, 54, 3339);וישמעו את קול יהוה אלהים מתהלך בגן לרוח היום ויתחבא האדם ואשתו מפני יהוה אלהים בתוך עץ הגן
(15440, -88, 4);[50, 6, 30, 1];87;אלון;4139;(1, 13, 7, 9, 4139);מקנה;3;(1, 13, 7, 31, 15440);ויהי ריב בין רעי מקנה אברם ובין רעי מקנה לוט והכנעני והפרזי אז ישב בארץ
(15984, -88, 4);[50, 6, 30, 1];87;אלון;4289;(1, 13, 17, 8, 4289);אתננה;4;(1, 13, 17, 31, 15984);קום התהלך בארץ לארכה ולרחבה כי לך אתננה
(41436, -88, 4);[50, 6, 30, 1];87;אלון;11040;(1, 29, 34, 17, 11040);כן;2;(1, 29, 34, 57, 41436);ותהר עוד ותלד בן ותאמר עתה הפעם ילוה אישי אלי כי ילדתי לו שלשה בנים על כן קרא שמו לוי
(44546, -88, 4);[50, 6, 30, 1];87;אלון;11868;(1, 31, 18, 21, 11868);כנען;4;(1, 31, 18, 73, 44546);וינהג את כל מקנהו ואת כל רכשו אשר רכש מקנה קנינו אשר רכש בפדן ארם לבוא אל יצחק אביו ארצה כנען
(56311, -88, 4);[50, 6, 30, 1];87;אלון;14969;(1, 38, 9, 2, 14969);אונן;4;(1, 38, 9, 8, 56311);וידע אונן כי לא לו יהיה הזרע והיה אם בא אל אשת אחיו ושחת ארצה לבלתי נתן זרע לאחיו
(73468, -88, 4);[50, 6, 30, 1];87;אלון;19417;(1, 47, 25, 2, 19417);החיתנו;5;(1, 47, 25, 11, 73468);ויאמרו החיתנו נמצא חן בעיני אדני והיינו עבדים לפרעה
(80732, -88, 4);[50, 6, 30, 1];87;אלון;21303;(2, 3, 7, 13, 21303);מפני;3;(2, 3, 7, 50, 80732);ויאמר יהוה ראה ראיתי את עני עמי אשר במצרים ואת צעקתם שמעתי מפני נגשיו כי ידעתי את מכאביו
