(n, d, k);[Gematria of ELS];Gematria WordTotal of ELS;ELS Search Term;Found in WordNumber In Text;WordCoordinatesDWTK;Found in Word In Text;LetterPositionIndex In Word;LetterCoordinatesD5K of First Letter in ELS;Found In Verse
(154235, -97, 4);[1, 30, 6, 50];87;אלון;40692;(3, 10, 2, 1, 40692);ותצא;4;(3, 10, 2, 4, 154235);ותצא אש מלפני יהוה ותאכל אותם וימתו לפני יהוה
(192866, -97, 4);[1, 30, 6, 50];87;אלון;50856;(4, 4, 5, 13, 50856);ארן;1;(4, 4, 5, 46, 192866);ובא אהרן ובניו בנסע המחנה והורדו את פרכת המסך וכסו בה את ארן העדת
(206313, -97, 4);[1, 30, 6, 50];87;אלון;54364;(4, 10, 29, 16, 54364);אתו;1;(4, 10, 29, 59, 206313);ויאמר משה לחבב בן רעואל המדיני חתן משה נסעים אנחנו אל המקום אשר אמר יהוה אתו אתן לכם לכה אתנו והטבנו לך כי יהוה דבר טוב על ישראל
(211350, -97, 4);[1, 30, 6, 50];87;אלון;55711;(4, 14, 9, 1, 55711);אך;1;(4, 14, 9, 1, 211350);אך ביהוה אל תמרדו ואתם אל תיראו את עם הארץ כי לחמנו הם סר צלם מעליהם ויהוה אתנו אל תיראם
(294446, -97, 4);[1, 30, 6, 50];87;אלון;77302;(5, 28, 56, 16, 77302);באיש;2;(5, 28, 56, 55, 294446);הרכה בך והענגה אשר לא נסתה כף רגלה הצג על הארץ מהתענג ומרך תרע עינה באיש חיקה ובבנה ובבתה
(32122, -96, 4);[1, 30, 6, 50];87;אלון;8580;(1, 24, 52, 9, 8580);ארצה;1;(1, 24, 52, 34, 32122);ויהי כאשר שמע עבד אברהם את דבריהם וישתחו ארצה ליהוה
(52426, -96, 4);[1, 30, 6, 50];87;אלון;13970;(1, 36, 6, 9, 13970);ואת;2;(1, 36, 6, 30, 52426);ויקח עשו את נשיו ואת בניו ואת בנתיו ואת כל נפשות ביתו ואת מקנהו ואת כל בהמתו ואת כל קנינו אשר רכש בארץ כנען וילך אל ארץ מפני יעקב אחיו
(162545, -96, 4);[1, 30, 6, 50];87;אלון;42945;(3, 14, 22, 12, 42945);חטאת;3;(3, 14, 22, 40, 162545);ושתי תרים או שני בני יונה אשר תשיג ידו והיה אחד חטאת והאחד עלה
(194842, -96, 4);[1, 30, 6, 50];87;אלון;51367;(4, 4, 41, 10, 51367);אשר;1;(4, 4, 41, 36, 194842);אלה פקודי משפחת בני גרשון כל העבד באהל מועד אשר פקד משה ואהרן על פי יהוה
(6933, -95, 4);[1, 30, 6, 50];87;אלון;1847;(1, 6, 3, 6, 1847);באדם;2;(1, 6, 3, 21, 6933);ויאמר יהוה לא ידון רוחי באדם לעלם בשגם הוא בשר והיו ימיו מאה ועשרים שנה
(203088, -95, 4);[1, 30, 6, 50];87;אלון;53543;(4, 8, 15, 6, 53543);את;1;(4, 8, 15, 21, 203088);ואחרי כן יבאו הלוים לעבד את אהל מועד וטהרת אתם והנפת אתם תנופה
(214550, -95, 4);[1, 30, 6, 50];87;אלון;56555;(4, 15, 27, 10, 56555);לחטאת;4;(4, 15, 27, 37, 214550);ואם נפש אחת תחטא בשגגה והקריבה עז בת שנתה לחטאת
(228203, -95, 4);[1, 30, 6, 50];87;אלון;60205;(4, 23, 13, 6, 60205);אתי;1;(4, 23, 13, 17, 228203);ויאמר אליו בלק לך נא אתי אל מקום אחר אשר תראנו משם אפס קצהו תראה וכלו לא תראה וקבנו לי משם
(230741, -95, 4);[1, 30, 6, 50];87;אלון;60880;(4, 25, 12, 2, 60880);אמר;1;(4, 25, 12, 4, 230741);לכן אמר הנני נתן לו את בריתי שלום
(263378, -95, 4);[1, 30, 6, 50];87;אלון;69144;(5, 7, 13, 15, 69144);צאנך;2;(5, 7, 13, 67, 263378);ואהבך וברכך והרבך וברך פרי בטנך ופרי אדמתך דגנך ותירשך ויצהרך שגר אלפיך ועשתרת צאנך על האדמה אשר נשבע לאבתיך לתת לך
(270271, -95, 4);[1, 30, 6, 50];87;אלון;70902;(5, 11, 29, 3, 70902);יביאך;4;(5, 11, 29, 10, 270271);והיה כי יביאך יהוה אלהיך אל הארץ אשר אתה בא שמה לרשתה ונתתה את הברכה על הר גרזים ואת הקללה על הר עיבל
(287087, -95, 4);[1, 30, 6, 50];87;אלון;75392;(5, 24, 5, 7, 75392);יצא;3;(5, 24, 5, 20, 287087);כי יקח איש אשה חדשה לא יצא בצבא ולא יעבר עליו לכל דבר נקי יהיה לביתו שנה אחת ושמח את אשתו אשר לקח
(298158, -95, 4);[1, 30, 6, 50];87;אלון;78246;(5, 30, 18, 12, 78246);אשר;1;(5, 30, 18, 43, 298158);הגדתי לכם היום כי אבד תאבדון לא תאריכן ימים על האדמה אשר אתה עבר את הירדן לבוא שמה לרשתה
(13155, -94, 4);[1, 30, 6, 50];87;אלון;3531;(1, 11, 10, 10, 3531);ארפכשד;1;(1, 11, 10, 28, 13155);אלה תולדת שם שם בן מאת שנה ויולד את ארפכשד שנתים אחר המבול
(30871, -94, 4);[1, 30, 6, 50];87;אלון;8248;(1, 24, 30, 11, 8248);את;1;(1, 24, 30, 39, 30871);ויהי כראת את הנזם ואת הצמדים על ידי אחתו וכשמעו את דברי רבקה אחתו לאמר כה דבר אלי האיש ויבא אל האיש והנה עמד על הגמלים על העין
(31346, -94, 4);[1, 30, 6, 50];87;אלון;8372;(1, 24, 40, 1, 8372);ויאמר;3;(1, 24, 40, 3, 31346);ויאמר אלי יהוה אשר התהלכתי לפניו ישלח מלאכו אתך והצליח דרכך ולקחת אשה לבני ממשפחתי ומבית אבי
(53474, -94, 4);[1, 30, 6, 50];87;אלון;14251;(1, 36, 29, 8, 14251);אלוף;1;(1, 36, 29, 29, 53474);אלה אלופי החרי אלוף לוטן אלוף שובל אלוף צבעון אלוף ענה
(77994, -94, 4);[1, 30, 6, 50];87;אלון;20596;(1, 50, 25, 9, 20596);אלהים;1;(1, 50, 25, 31, 77994);וישבע יוסף את בני ישראל לאמר פקד יפקד אלהים אתכם והעלתם את עצמתי מזה
(193150, -94, 4);[1, 30, 6, 50];87;אלון;50930;(4, 4, 10, 6, 50930);אל;1;(4, 4, 10, 18, 193150);ונתנו אתה ואת כל כליה אל מכסה עור תחש ונתנו על המוט
(203731, -94, 4);[1, 30, 6, 50];87;אלון;53713;(4, 8, 26, 4, 53713);באהל;2;(4, 8, 26, 12, 203731);ושרת את אחיו באהל מועד לשמר משמרת ועבדה לא יעבד ככה תעשה ללוים במשמרתם
(270899, -94, 4);[1, 30, 6, 50];87;אלון;71062;(5, 12, 6, 7, 71062);ואת;2;(5, 12, 6, 35, 270899);והבאתם שמה עלתיכם וזבחיכם ואת מעשרתיכם ואת תרומת ידכם ונדריכם ונדבתיכם ובכרת בקרכם וצאנכם
(1420, -93, 4);[1, 30, 6, 50];87;אלון;359;(1, 1, 28, 10, 359);את;1;(1, 1, 28, 39, 1420);ויברך אתם אלהים ויאמר להם אלהים פרו ורבו ומלאו את הארץ וכבשה ורדו בדגת הים ובעוף השמים ובכל חיה הרמשת על הארץ
(53085, -93, 4);[1, 30, 6, 50];87;אלון;14152;(1, 36, 18, 12, 14152);אלה;1;(1, 36, 18, 44, 53085);ואלה בני אהליבמה אשת עשו אלוף יעוש אלוף יעלם אלוף קרח אלה אלופי אהליבמה בת ענה אשת עשו
(53667, -93, 4);[1, 30, 6, 50];87;אלון;14299;(1, 36, 34, 6, 14299);מארץ;2;(1, 36, 34, 23, 53667);וימת יובב וימלך תחתיו חשם מארץ התימני
(71067, -93, 4);[1, 30, 6, 50];87;אלון;18788;(1, 46, 17, 12, 18788);ומלכיאל;6;(1, 46, 17, 53, 71067);ובני אשר ימנה וישוה וישוי ובריעה ושרח אחתם ובני בריעה חבר ומלכיאל
(86279, -93, 4);[1, 30, 6, 50];87;אלון;22747;(2, 6, 29, 15, 22747);אשר;1;(2, 6, 29, 47, 86279);וידבר יהוה אל משה לאמר אני יהוה דבר אל פרעה מלך מצרים את כל אשר אני דבר אליך
(102088, -93, 4);[1, 30, 6, 50];87;אלון;26925;(2, 16, 15, 20, 26925);אשר;1;(2, 16, 15, 66, 102088);ויראו בני ישראל ויאמרו איש אל אחיו מן הוא כי לא ידעו מה הוא ויאמר משה אלהם הוא הלחם אשר נתן יהוה לכם לאכלה
(195942, -93, 4);[1, 30, 6, 50];87;אלון;51663;(4, 5, 15, 5, 51663);אל;1;(4, 5, 15, 16, 195942);והביא האיש את אשתו אל הכהן והביא את קרבנה עליה עשירת האיפה קמח שערים לא יצק עליו שמן ולא יתן עליו לבנה כי מנחת קנאת הוא מנחת זכרון מזכרת עון
(221545, -93, 4);[1, 30, 6, 50];87;אלון;58408;(4, 19, 18, 2, 58408);אזוב;1;(4, 19, 18, 5, 221545);ולקח אזוב וטבל במים איש טהור והזה על האהל ועל כל הכלים ועל הנפשות אשר היו שם ועל הנגע בעצם או בחלל או במת או בקבר
(246453, -93, 4);[1, 30, 6, 50];87;אלון;64776;(4, 34, 7, 9, 64776);תתאו;3;(4, 34, 7, 30, 246453);וזה יהיה לכם גבול צפון מן הים הגדל תתאו לכם הר ההר
(247126, -93, 4);[1, 30, 6, 50];87;אלון;64948;(4, 34, 24, 4, 64948);נשיא;4;(4, 34, 24, 17, 247126);ולמטה בני אפרים נשיא קמואל בן שפטן
(254042, -93, 4);[1, 30, 6, 50];87;אלון;66738;(5, 2, 29, 12, 66738);אשר;1;(5, 2, 29, 46, 254042);כאשר עשו לי בני עשו הישבים בשעיר והמואבים הישבים בער עד אשר אעבר את הירדן אל הארץ אשר יהוה אלהינו נתן לנו
(279920, -93, 4);[1, 30, 6, 50];87;אלון;73438;(5, 18, 16, 23, 73438);אראה;3;(5, 18, 16, 80, 279920);ככל אשר שאלת מעם יהוה אלהיך בחרב ביום הקהל לאמר לא אסף לשמע את קול יהוה אלהי ואת האש הגדלה הזאת לא אראה עוד ולא אמות
(293786, -93, 4);[1, 30, 6, 50];87;אלון;77123;(5, 28, 45, 19, 77123);אשר;1;(5, 28, 45, 78, 293786);ובאו עליך כל הקללות האלה ורדפוך והשיגוך עד השמדך כי לא שמעת בקול יהוה אלהיך לשמר מצותיו וחקתיו אשר צוך
(13658, -92, 4);[1, 30, 6, 50];87;אלון;3658;(1, 11, 22, 6, 3658);את;1;(1, 11, 22, 22, 13658);ויחי שרוג שלשים שנה ויולד את נחור
(34500, -92, 4);[1, 30, 6, 50];87;אלון;9188;(1, 26, 2, 10, 9188);אשר;1;(1, 26, 2, 36, 34500);וירא אליו יהוה ויאמר אל תרד מצרימה שכן בארץ אשר אמר אליך
(41506, -92, 4);[1, 30, 6, 50];87;אלון;11060;(1, 30, 1, 1, 11060);ותרא;4;(1, 30, 1, 4, 41506);ותרא רחל כי לא ילדה ליעקב ותקנא רחל באחתה ותאמר אל יעקב הבה לי בנים ואם אין מתה אנכי
(81385, -92, 4);[1, 30, 6, 50];87;אלון;21473;(2, 3, 16, 12, 21473);אלי;1;(2, 3, 16, 46, 81385);לך ואספת את זקני ישראל ואמרת אלהם יהוה אלהי אבתיכם נראה אלי אלהי אברהם יצחק ויעקב לאמר פקד פקדתי אתכם ואת העשוי לכם במצרים
(92959, -92, 4);[1, 30, 6, 50];87;אלון;24520;(2, 10, 23, 2, 24520);ראו;2;(2, 10, 23, 4, 92959);לא ראו איש את אחיו ולא קמו איש מתחתיו שלשת ימים ולכל בני ישראל היה אור במושבתם
(96366, -92, 4);[1, 30, 6, 50];87;אלון;25425;(2, 12, 41, 16, 25425);מארץ;2;(2, 12, 41, 59, 96366);ויהי מקץ שלשים שנה וארבע מאות שנה ויהי בעצם היום הזה יצאו כל צבאות יהוה מארץ מצרים
(112499, -92, 4);[1, 30, 6, 50];87;אלון;29784;(2, 24, 1, 10, 29784);ואביהוא;2;(2, 24, 1, 31, 112499);ואל משה אמר עלה אל יהוה אתה ואהרן נדב ואביהוא ושבעים מזקני ישראל והשתחויתם מרחק
(151977, -92, 4);[1, 30, 6, 50];87;אלון;40098;(3, 8, 22, 14, 40098);האיל;2;(3, 8, 22, 53, 151977);ויקרב את האיל השני איל המלאים ויסמכו אהרן ובניו את ידיהם על ראש האיל
(158031, -92, 4);[1, 30, 6, 50];87;אלון;41713;(3, 13, 1, 7, 41713);לאמר;2;(3, 13, 1, 23, 158031);וידבר יהוה אל משה ואל אהרן לאמר
(234638, -92, 4);[1, 30, 6, 50];87;אלון;61815;(4, 27, 13, 3, 61815);ונאספת;3;(4, 27, 13, 12, 234638);וראיתה אתה ונאספת אל עמיך גם אתה כאשר נאסף אהרן אחיך
(242502, -92, 4);[1, 30, 6, 50];87;אלון;63802;(4, 32, 11, 2, 63802);יראו;3;(4, 32, 11, 5, 242502);אם יראו האנשים העלים ממצרים מבן עשרים שנה ומעלה את האדמה אשר נשבעתי לאברהם ליצחק וליעקב כי לא מלאו אחרי
(251365, -92, 4);[1, 30, 6, 50];87;אלון;66049;(5, 1, 25, 12, 66049);הארץ;2;(5, 1, 25, 52, 251365);ויקחו בידם מפרי הארץ ויורדו אלינו וישבו אתנו דבר ויאמרו טובה הארץ אשר יהוה אלהינו נתן לנו
(18214, -91, 4);[1, 30, 6, 50];87;אלון;4885;(1, 15, 19, 5, 4885);ואת;2;(1, 15, 19, 17, 18214);את הקיני ואת הקנזי ואת הקדמני
(36899, -91, 4);[1, 30, 6, 50];87;אלון;9805;(1, 27, 15, 9, 9805);אשר;1;(1, 27, 15, 30, 36899);ותקח רבקה את בגדי עשו בנה הגדל החמדת אשר אתה בבית ותלבש את יעקב בנה הקטן
(43788, -91, 4);[1, 30, 6, 50];87;אלון;11664;(1, 31, 4, 5, 11664);וללאה;4;(1, 31, 4, 22, 43788);וישלח יעקב ויקרא לרחל וללאה השדה אל צאנו
(50586, -91, 4);[1, 30, 6, 50];87;אלון;13482;(1, 34, 28, 7, 13482);ואת;2;(1, 34, 28, 24, 50586);את צאנם ואת בקרם ואת חמריהם ואת אשר בעיר ואת אשר בשדה לקחו
(62453, -91, 4);[1, 30, 6, 50];87;אלון;16578;(1, 41, 48, 2, 16578);את;1;(1, 41, 48, 6, 62453);ויקבץ את כל אכל שבע שנים אשר היו בארץ מצרים ויתן אכל בערים אכל שדה העיר אשר סביבתיה נתן בתוכה
(100671, -91, 4);[1, 30, 6, 50];87;אלון;26545;(2, 15, 20, 3, 26545);הנביאה;5;(2, 15, 20, 13, 100671);ותקח מרים הנביאה אחות אהרן את התף בידה ותצאן כל הנשים אחריה בתפים ובמחלת
(122256, -91, 4);[1, 30, 6, 50];87;אלון;32247;(2, 29, 30, 10, 32247);אהל;1;(2, 29, 30, 36, 122256);שבעת ימים ילבשם הכהן תחתיו מבניו אשר יבא אל אהל מועד לשרת בקדש
(182383, -91, 4);[1, 30, 6, 50];87;אלון;48260;(3, 26, 2, 5, 48260);תיראו;4;(3, 26, 2, 22, 182383);את שבתתי תשמרו ומקדשי תיראו אני יהוה
(192970, -91, 4);[1, 30, 6, 50];87;אלון;50882;(4, 4, 7, 13, 50882);ואת;2;(4, 4, 7, 49, 192970);ועל שלחן הפנים יפרשו בגד תכלת ונתנו עליו את הקערת ואת הכפת ואת המנקית ואת קשות הנסך ולחם התמיד עליו יהיה
(260358, -91, 4);[1, 30, 6, 50];87;אלון;68389;(5, 5, 18, 1, 68389);ולא;3;(5, 5, 18, 3, 260358);ולא תחמד אשת רעך ולא תתאוה בית רעך שדהו ועבדו ואמתו שורו וחמרו וכל אשר לרעך
(283903, -91, 4);[1, 30, 6, 50];87;אלון;74519;(5, 21, 23, 13, 74519);אלהים;1;(5, 21, 23, 43, 283903);לא תלין נבלתו על העץ כי קבור תקברנו ביום ההוא כי קללת אלהים תלוי ולא תטמא את אדמתך אשר יהוה אלהיך נתן לך נחלה
(290746, -91, 4);[1, 30, 6, 50];87;אלון;76333;(5, 27, 8, 8, 76333);הזאת;3;(5, 27, 8, 29, 290746);וכתבת על האבנים את כל דברי התורה הזאת באר היטב
(46383, -90, 4);[1, 30, 6, 50];87;אלון;12370;(1, 31, 53, 8, 12370);אביהם;1;(1, 31, 53, 34, 46383);אלהי אברהם ואלהי נחור ישפטו בינינו אלהי אביהם וישבע יעקב בפחד אביו יצחק
(62275, -90, 4);[1, 30, 6, 50];87;אלון;16531;(1, 41, 44, 16, 16531);ארץ;1;(1, 41, 44, 54, 62275);ויאמר פרעה אל יוסף אני פרעה ובלעדיך לא ירים איש את ידו ואת רגלו בכל ארץ מצרים
(103705, -90, 4);[1, 30, 6, 50];87;אלון;27354;(2, 17, 9, 8, 27354);וצא;3;(2, 17, 9, 29, 103705);ויאמר משה אל יהושע בחר לנו אנשים וצא הלחם בעמלק מחר אנכי נצב על ראש הגבעה ומטה האלהים בידי
(109852, -90, 4);[1, 30, 6, 50];87;אלון;29058;(2, 22, 4, 8, 29058);את;1;(2, 22, 4, 22, 109852);כי יבער איש שדה או כרם ושלח את בעירה ובער בשדה אחר מיטב שדהו ומיטב כרמו ישלם
(190101, -90, 4);[1, 30, 6, 50];87;אלון;50161;(4, 2, 32, 6, 50161);אבתם;1;(4, 2, 32, 21, 190101);אלה פקודי בני ישראל לבית אבתם כל פקודי המחנת לצבאתם שש מאות אלף ושלשת אלפים וחמש מאות וחמשים
(208194, -90, 4);[1, 30, 6, 50];87;אלון;54867;(4, 11, 26, 7, 54867);אלדד;1;(4, 11, 26, 26, 208194);וישארו שני אנשים במחנה שם האחד אלדד ושם השני מידד ותנח עלהם הרוח והמה בכתבים ולא יצאו האהלה ויתנבאו במחנה
(232242, -90, 4);[1, 30, 6, 50];87;אלון;61234;(4, 26, 27, 8, 61234);מאות;2;(4, 26, 27, 35, 232242);אלה משפחת הזבולני לפקדיהם ששים אלף וחמש מאות
(234133, -90, 4);[1, 30, 6, 50];87;אלון;61677;(4, 27, 2, 14, 61677);לאמר;2;(4, 27, 2, 58, 234133);ותעמדנה לפני משה ולפני אלעזר הכהן ולפני הנשיאם וכל העדה פתח אהל מועד לאמר
(244161, -90, 4);[1, 30, 6, 50];87;אלון;64228;(4, 33, 1, 6, 64228);יצאו;3;(4, 33, 1, 21, 244161);אלה מסעי בני ישראל אשר יצאו מארץ מצרים לצבאתם ביד משה ואהרן
(273961, -90, 4);[1, 30, 6, 50];87;אלון;71849;(5, 14, 3, 1, 71849);לא;2;(5, 14, 3, 2, 273961);לא תאכל כל תועבה
(284849, -90, 4);[1, 30, 6, 50];87;אלון;74776;(5, 22, 18, 8, 74776);אתו;1;(5, 22, 18, 29, 284849);ולקחו זקני העיר ההוא את האיש ויסרו אתו
(72095, -89, 4);[1, 30, 6, 50];87;אלון;19060;(1, 47, 4, 11, 19060);אשר;1;(1, 47, 4, 38, 72095);ויאמרו אל פרעה לגור בארץ באנו כי אין מרעה לצאן אשר לעבדיך כי כבד הרעב בארץ כנען ועתה ישבו נא עבדיך בארץ גשן
(108904, -89, 4);[1, 30, 6, 50];87;אלון;28781;(2, 21, 21, 4, 28781);או;1;(2, 21, 21, 8, 108904);אך אם יום או יומים יעמד לא יקם כי כספו הוא
(126175, -89, 4);[1, 30, 6, 50];87;אלון;33275;(2, 32, 8, 16, 33275);אלה;1;(2, 32, 8, 57, 126175);סרו מהר מן הדרך אשר צויתם עשו להם עגל מסכה וישתחוו לו ויזבחו לו ויאמרו אלה אלהיך ישראל אשר העלוך מארץ מצרים
(206150, -89, 4);[1, 30, 6, 50];87;אלון;54321;(4, 10, 25, 9, 54321);לצבאתם;4;(4, 10, 25, 32, 206150);ונסע דגל מחנה בני דן מאסף לכל המחנת לצבאתם ועל צבאו אחיעזר בן עמישדי
(212126, -89, 4);[1, 30, 6, 50];87;אלון;55921;(4, 14, 23, 3, 55921);את;1;(4, 14, 23, 7, 212126);אם יראו את הארץ אשר נשבעתי לאבתם וכל מנאצי לא יראוה
(233899, -89, 4);[1, 30, 6, 50];87;אלון;61615;(4, 26, 64, 9, 61615);אשר;1;(4, 26, 64, 32, 233899);ובאלה לא היה איש מפקודי משה ואהרן הכהן אשר פקדו את בני ישראל במדבר סיני
(244164, -89, 4);[1, 30, 6, 50];87;אלון;64229;(4, 33, 1, 7, 64229);מארץ;2;(4, 33, 1, 24, 244164);אלה מסעי בני ישראל אשר יצאו מארץ מצרים לצבאתם ביד משה ואהרן
(32265, -88, 4);[1, 30, 6, 50];87;אלון;8612;(1, 24, 55, 6, 8612);אתנו;1;(1, 24, 55, 21, 32265);ויאמר אחיה ואמה תשב הנער אתנו ימים או עשור אחר תלך
(57902, -88, 4);[1, 30, 6, 50];87;אלון;15394;(1, 39, 6, 22, 15394);מראה;3;(1, 39, 6, 72, 57902);ויעזב כל אשר לו ביד יוסף ולא ידע אתו מאומה כי אם הלחם אשר הוא אוכל ויהי יוסף יפה תאר ויפה מראה
