(n, d, k);[Gematria of ELS];Gematria WordTotal of ELS;ELS Search Term;Found in WordNumber In Text;WordCoordinatesDWTK;Found in Word In Text;LetterPositionIndex In Word;LetterCoordinatesD5K of First Letter in ELS;Found In Verse
(184127, 1, 4);[50, 6, 30, 1];87;אלון;48677;(3, 26, 37, 7, 48677);אין;3;(3, 26, 37, 28, 184127);וכשלו איש באחיו כמפני חרב ורדף אין ולא תהיה לכם תקומה לפני איביכם
(195993, 1, 4);[50, 6, 30, 1];87;אלון;51676;(4, 5, 15, 18, 51676);שמן;3;(4, 5, 15, 67, 195993);והביא האיש את אשתו אל הכהן והביא את קרבנה עליה עשירת האיפה קמח שערים לא יצק עליו שמן ולא יתן עליו לבנה כי מנחת קנאת הוא מנחת זכרון מזכרת עון
(207726, 1, 4);[50, 6, 30, 1];87;אלון;54740;(4, 11, 19, 4, 54740);תאכלון;6;(4, 11, 19, 14, 207726);לא יום אחד תאכלון ולא יומים ולא חמשה ימים ולא עשרה ימים ולא עשרים יום
(215888, 1, 4);[50, 6, 30, 1];87;אלון;56907;(4, 16, 12, 4, 56907);לדתן;4;(4, 16, 12, 16, 215888);וישלח משה לקרא לדתן ולאבירם בני אליאב ויאמרו לא נעלה
(248918, 1, 4);[50, 6, 30, 1];87;אלון;65428;(4, 35, 32, 13, 65428);הכהן;4;(4, 35, 32, 45, 248918);ולא תקחו כפר לנוס אל עיר מקלטו לשוב לשבת בארץ עד מות הכהן
(251515, 1, 4);[50, 6, 30, 1];87;אלון;66083;(5, 1, 28, 7, 66083);לבבנו;4;(5, 1, 28, 27, 251515);אנה אנחנו עלים אחינו המסו את לבבנו לאמר עם גדול ורם ממנו ערים גדלת ובצורת בשמים וגם בני ענקים ראינו שם
(251586, 1, 4);[50, 6, 30, 1];87;אלון;66101;(5, 1, 29, 4, 66101);תערצון;6;(5, 1, 29, 16, 251586);ואמר אלכם לא תערצון ולא תיראון מהם
(258137, 1, 4);[50, 6, 30, 1];87;אלון;67810;(5, 4, 28, 11, 67810);יראון;5;(5, 4, 28, 39, 258137);ועבדתם שם אלהים מעשה ידי אדם עץ ואבן אשר לא יראון ולא ישמעון ולא יאכלון ולא יריחן
(258146, 1, 4);[50, 6, 30, 1];87;אלון;67812;(5, 4, 28, 13, 67812);ישמעון;6;(5, 4, 28, 48, 258146);ועבדתם שם אלהים מעשה ידי אדם עץ ואבן אשר לא יראון ולא ישמעון ולא יאכלון ולא יריחן
(258155, 1, 4);[50, 6, 30, 1];87;אלון;67814;(5, 4, 28, 15, 67814);יאכלון;6;(5, 4, 28, 57, 258155);ועבדתם שם אלהים מעשה ידי אדם עץ ואבן אשר לא יראון ולא ישמעון ולא יאכלון ולא יריחן
(268843, 1, 4);[50, 6, 30, 1];87;אלון;70541;(5, 11, 6, 3, 70541);לדתן;4;(5, 11, 6, 11, 268843);ואשר עשה לדתן ולאבירם בני אליאב בן ראובן אשר פצתה הארץ את פיה ותבלעם ואת בתיהם ואת אהליהם ואת כל היקום אשר ברגליהם בקרב כל ישראל
(273364, 1, 4);[50, 6, 30, 1];87;אלון;71691;(5, 13, 12, 4, 71691);ויראון;6;(5, 13, 12, 19, 273364);וכל ישראל ישמעו ויראון ולא יוספו לעשות כדבר הרע הזה בקרבך
(275702, 1, 4);[50, 6, 30, 1];87;אלון;72313;(5, 15, 9, 18, 72313);האביון;6;(5, 15, 9, 68, 275702);השמר לך פן יהיה דבר עם לבבך בליעל לאמר קרבה שנת השבע שנת השמטה ורעה עינך באחיך האביון ולא תתן לו וקרא עליך אל יהוה והיה בך חטא
(283002, 1, 4);[50, 6, 30, 1];87;אלון;74277;(5, 21, 7, 3, 74277);ידינו;4;(5, 21, 7, 13, 283002);וענו ואמרו ידינו לא שפכה את הדם הזה ועינינו לא ראו
(283023, 1, 4);[50, 6, 30, 1];87;אלון;74283;(5, 21, 7, 9, 74283);ועינינו;6;(5, 21, 7, 34, 283023);וענו ואמרו ידינו לא שפכה את הדם הזה ועינינו לא ראו
(284431, 1, 4);[50, 6, 30, 1];87;אלון;74667;(5, 22, 8, 15, 74667);ממנו;3;(5, 22, 8, 53, 284431);כי תבנה בית חדש ועשית מעקה לגגך ולא תשים דמים בביתך כי יפל הנפל ממנו
(284869, 1, 4);[50, 6, 30, 1];87;אלון;74781;(5, 22, 19, 5, 74781);ונתנו;4;(5, 22, 19, 18, 284869);וענשו אתו מאה כסף ונתנו לאבי הנערה כי הוציא שם רע על בתולת ישראל ולו תהיה לאשה לא יוכל לשלחה כל ימיו
(286338, 1, 4);[50, 6, 30, 1];87;אלון;75187;(5, 23, 17, 12, 75187);תוננו;4;(5, 23, 17, 44, 286338);עמך ישב בקרבך במקום אשר יבחר באחד שעריך בטוב לו לא תוננו
(288112, 1, 4);[50, 6, 30, 1];87;אלון;75662;(5, 25, 3, 2, 75662);יכנו;3;(5, 25, 3, 9, 288112);ארבעים יכנו לא יסיף פן יסיף להכתו על אלה מכה רבה ונקלה אחיך לעיניך
(301685, 1, 4);[50, 6, 30, 1];87;אלון;79156;(5, 32, 29, 5, 79156);יבינו;4;(5, 32, 29, 19, 301685);לו חכמו ישכילו זאת יבינו לאחריתם
(303213, 1, 4);[50, 6, 30, 1];87;אלון;79566;(5, 33, 9, 11, 79566);בנו;2;(5, 33, 9, 40, 303213);האמר לאביו ולאמו לא ראיתיו ואת אחיו לא הכיר ואת בנו לא ידע כי שמרו אמרתך ובריתך ינצרו
(108342, 2, 4);[50, 6, 30, 1];87;אלון;28625;(2, 21, 6, 2, 28625);אדניו;3;(2, 21, 6, 9, 108342);והגישו אדניו אל האלהים והגישו אל הדלת או אל המזוזה ורצע אדניו את אזנו במרצע ועבדו לעלם
(146751, 2, 4);[50, 6, 30, 1];87;אלון;38705;(3, 5, 8, 9, 38705);ראשונה;5;(3, 5, 8, 35, 146751);והביא אתם אל הכהן והקריב את אשר לחטאת ראשונה ומלק את ראשו ממול ערפו ולא יבדיל
(52706, 3, 4);[50, 6, 30, 1];87;אלון;14046;(1, 36, 12, 5, 14046);בן;2;(1, 36, 12, 22, 52706);ותמנע היתה פילגש לאליפז בן עשו ותלד לאליפז את עמלק אלה בני עדה אשת עשו
(103787, 3, 4);[50, 6, 30, 1];87;אלון;27375;(2, 17, 10, 10, 27375);אהרן;4;(2, 17, 10, 39, 103787);ויעש יהושע כאשר אמר לו משה להלחם בעמלק ומשה אהרן וחור עלו ראש הגבעה
(140103, 3, 4);[50, 6, 30, 1];87;אלון;36919;(2, 40, 4, 9, 36919);המנרה;3;(2, 40, 4, 33, 140103);והבאת את השלחן וערכת את ערכו והבאת את המנרה והעלית את נרתיה
(157848, 3, 4);[50, 6, 30, 1];87;אלון;41662;(3, 12, 6, 13, 41662);יונה;3;(3, 12, 6, 44, 157848);ובמלאת ימי טהרה לבן או לבת תביא כבש בן שנתו לעלה ובן יונה או תר לחטאת אל פתח אהל מועד אל הכהן
(197360, 3, 4);[50, 6, 30, 1];87;אלון;52043;(4, 6, 9, 9, 52043);נזרו;1;(4, 6, 9, 29, 197360);וכי ימות מת עליו בפתע פתאם וטמא ראש נזרו וגלח ראשו ביום טהרתו ביום השביעי יגלחנו
(270564, 3, 4);[50, 6, 30, 1];87;אלון;70978;(5, 12, 1, 9, 70978);נתן;3;(5, 12, 1, 40, 270564);אלה החקים והמשפטים אשר תשמרון לעשות בארץ אשר נתן יהוה אלהי אבתיך לך לרשתה כל הימים אשר אתם חיים על האדמה
(276594, 3, 4);[50, 6, 30, 1];87;אלון;72549;(5, 16, 2, 11, 72549);לשכן;4;(5, 16, 2, 45, 276594);וזבחת פסח ליהוה אלהיך צאן ובקר במקום אשר יבחר יהוה לשכן שמו שם
(303704, 3, 4);[50, 6, 30, 1];87;אלון;79684;(5, 33, 19, 13, 79684);טמוני;4;(5, 33, 19, 48, 303704);עמים הר יקראו שם יזבחו זבחי צדק כי שפע ימים יינקו ושפני טמוני חול
(29398, 4, 4);[50, 6, 30, 1];87;אלון;7852;(1, 24, 2, 5, 7852);זקן;3;(1, 24, 2, 19, 29398);ויאמר אברהם אל עבדו זקן ביתו המשל בכל אשר לו שים נא ידך תחת ירכי
(37357, 4, 4);[50, 6, 30, 1];87;אלון;9929;(1, 27, 25, 9, 9929);נפשי;1;(1, 27, 25, 33, 37357);ויאמר הגשה לי ואכלה מציד בני למען תברכך נפשי ויגש לו ויאכל ויבא לו יין וישת
(45225, 4, 4);[50, 6, 30, 1];87;אלון;12059;(1, 31, 32, 21, 12059);גנבתם;2;(1, 31, 32, 63, 45225);עם אשר תמצא את אלהיך לא יחיה נגד אחינו הכר לך מה עמדי וקח לך ולא ידע יעקב כי רחל גנבתם
(47966, 4, 4);[50, 6, 30, 1];87;אלון;12778;(1, 32, 29, 15, 12778);אנשים;2;(1, 32, 29, 48, 47966);ויאמר לא יעקב יאמר עוד שמך כי אם ישראל כי שרית עם אלהים ועם אנשים ותוכל
(49475, 4, 4);[50, 6, 30, 1];87;אלון;13187;(1, 34, 7, 8, 13187);האנשים;3;(1, 34, 7, 32, 49475);ובני יעקב באו מן השדה כשמעם ויתעצבו האנשים ויחר להם מאד כי נבלה עשה בישראל לשכב את בת יעקב וכן לא יעשה
(86041, 4, 4);[50, 6, 30, 1];87;אלון;22683;(2, 6, 25, 6, 22683);מבנות;3;(2, 6, 25, 20, 86041);ואלעזר בן אהרן לקח לו מבנות פוטיאל לו לאשה ותלד לו את פינחס אלה ראשי אבות הלוים למשפחתם
(254324, 4, 4);[50, 6, 30, 1];87;אלון;66816;(5, 2, 34, 12, 66816);והנשים;3;(5, 2, 34, 38, 254324);ונלכד את כל עריו בעת ההוא ונחרם את כל עיר מתם והנשים והטף לא השארנו שריד
(77256, 5, 4);[50, 6, 30, 1];87;אלון;20400;(1, 50, 11, 22, 20400);הירדן;5;(1, 50, 11, 82, 77256);וירא יושב הארץ הכנעני את האבל בגרן האטד ויאמרו אבל כבד זה למצרים על כן קרא שמה אבל מצרים אשר בעבר הירדן
(126766, 5, 4);[50, 6, 30, 1];87;אלון;33426;(2, 32, 18, 8, 33426);ענות;2;(2, 32, 18, 29, 126766);ויאמר אין קול ענות גבורה ואין קול ענות חלושה קול ענות אנכי שמע
(127214, 5, 4);[50, 6, 30, 1];87;אלון;33554;(2, 32, 26, 12, 33554);בני;2;(2, 32, 26, 46, 127214);ויעמד משה בשער המחנה ויאמר מי ליהוה אלי ויאספו אליו כל בני לוי
(178815, 5, 4);[50, 6, 30, 1];87;אלון;47320;(3, 24, 7, 4, 47320);לבנה;3;(3, 24, 7, 15, 178815);ונתת על המערכת לבנה זכה והיתה ללחם לאזכרה אשה ליהוה
(233863, 5, 4);[50, 6, 30, 1];87;אלון;61605;(4, 26, 63, 14, 61605);ירדן;4;(4, 26, 63, 53, 233863);אלה פקודי משה ואלעזר הכהן אשר פקדו את בני ישראל בערבת מואב על ירדן ירחו
(278315, 5, 4);[50, 6, 30, 1];87;אלון;73006;(5, 17, 9, 3, 73006);הכהנים;4;(5, 17, 9, 10, 278315);ובאת אל הכהנים הלוים ואל השפט אשר יהיה בימים ההם ודרשת והגידו לך את דבר המשפט
(291016, 5, 4);[50, 6, 30, 1];87;אלון;76401;(5, 27, 13, 12, 76401);ונפתלי;2;(5, 27, 13, 44, 291016);ואלה יעמדו על הקללה בהר עיבל ראובן גד ואשר וזבולן דן ונפתלי
(303390, 5, 4);[50, 6, 30, 1];87;אלון;79608;(5, 33, 12, 12, 79608);ובין;4;(5, 33, 12, 46, 303390);לבנימן אמר ידיד יהוה ישכן לבטח עליו חפף עליו כל היום ובין כתפיו שכן
(43430, 6, 4);[50, 6, 30, 1];87;אלון;11575;(1, 30, 40, 12, 11575);לבן;3;(1, 30, 40, 45, 43430);והכשבים הפריד יעקב ויתן פני הצאן אל עקד וכל חום בצאן לבן וישת לו עדרים לבדו ולא שתם על צאן לבן
(52973, 6, 4);[50, 6, 30, 1];87;אלון;14121;(1, 36, 17, 4, 14121);בן;2;(1, 36, 17, 14, 52973);ואלה בני רעואל בן עשו אלוף נחת אלוף זרח אלוף שמה אלוף מזה אלה אלופי רעואל בארץ אדום אלה בני בשמת אשת עשו
(65194, 6, 4);[50, 6, 30, 1];87;אלון;17297;(1, 43, 4, 6, 17297);אתנו;3;(1, 43, 4, 19, 65194);אם ישך משלח את אחינו אתנו נרדה ונשברה לך אכל
(68132, 6, 4);[50, 6, 30, 1];87;אלון;18028;(1, 44, 21, 7, 18028);עיני;3;(1, 44, 21, 30, 68132);ותאמר אל עבדיך הורדהו אלי ואשימה עיני עליו
(75305, 6, 4);[50, 6, 30, 1];87;אלון;19886;(1, 49, 2, 3, 19886);בני;2;(1, 49, 2, 12, 75305);הקבצו ושמעו בני יעקב ושמעו אל ישראל אביכם
(93752, 6, 4);[50, 6, 30, 1];87;אלון;24738;(2, 11, 7, 18, 24738);ובין;4;(2, 11, 7, 69, 93752);ולכל בני ישראל לא יחרץ כלב לשנו למאיש ועד בהמה למען תדעון אשר יפלה יהוה בין מצרים ובין ישראל
(109723, 6, 4);[50, 6, 30, 1];87;אלון;29019;(2, 22, 1, 4, 29019);הגנב;3;(2, 22, 1, 15, 109723);אם במחתרת ימצא הגנב והכה ומת אין לו דמים
(121841, 6, 4);[50, 6, 30, 1];87;אלון;32144;(2, 29, 23, 13, 32144);לפני;3;(2, 29, 23, 45, 121841);וככר לחם אחת וחלת לחם שמן אחת ורקיק אחד מסל המצות אשר לפני יהוה
(154088, 6, 4);[50, 6, 30, 1];87;אלון;40654;(3, 9, 24, 3, 40654);מלפני;4;(3, 9, 24, 10, 154088);ותצא אש מלפני יהוה ותאכל על המזבח את העלה ואת החלבים וירא כל העם וירנו ויפלו על פניהם
(220115, 6, 4);[50, 6, 30, 1];87;אלון;58027;(4, 18, 24, 10, 58027);נתתי;1;(4, 18, 24, 35, 220115);כי את מעשר בני ישראל אשר ירימו ליהוה תרומה נתתי ללוים לנחלה על כן אמרתי להם בתוך בני ישראל לא ינחלו נחלה
(229108, 6, 4);[50, 6, 30, 1];87;אלון;60455;(4, 24, 2, 8, 60455);שכן;3;(4, 24, 2, 29, 229108);וישא בלעם את עיניו וירא את ישראל שכן לשבטיו ותהי עליו רוח אלהים
(269049, 6, 4);[50, 6, 30, 1];87;אלון;70594;(5, 11, 9, 1, 70594);ולמען;5;(5, 11, 9, 5, 269049);ולמען תאריכו ימים על האדמה אשר נשבע יהוה לאבתיכם לתת להם ולזרעם ארץ זבת חלב ודבש
(282992, 6, 4);[50, 6, 30, 1];87;אלון;74275;(5, 21, 7, 1, 74275);וענו;3;(5, 21, 7, 3, 282992);וענו ואמרו ידינו לא שפכה את הדם הזה ועינינו לא ראו
(288737, 6, 4);[50, 6, 30, 1];87;אלון;75827;(5, 25, 15, 11, 75827);למען;4;(5, 25, 15, 39, 288737);אבן שלמה וצדק יהיה לך איפה שלמה וצדק יהיה לך למען יאריכו ימיך על האדמה אשר יהוה אלהיך נתן לך
(17141, 7, 4);[50, 6, 30, 1];87;אלון;4591;(1, 14, 21, 6, 4591);תן;2;(1, 14, 21, 19, 17141);ויאמר מלך סדם אל אברם תן לי הנפש והרכש קח לך
(32936, 7, 4);[50, 6, 30, 1];87;אלון;8783;(1, 25, 3, 7, 8783);ובני;3;(1, 25, 3, 22, 32936);ויקשן ילד את שבא ואת דדן ובני דדן היו אשורם ולטושם ולאמים
(41788, 7, 4);[50, 6, 30, 1];87;אלון;11141;(1, 30, 7, 8, 11141);שני;2;(1, 30, 7, 26, 41788);ותהר עוד ותלד בלהה שפחת רחל בן שני ליעקב
(117678, 7, 4);[50, 6, 30, 1];87;אלון;31068;(2, 27, 11, 1, 31068);וכן;3;(2, 27, 11, 3, 117678);וכן לפאת צפון בארך קלעים מאה ארך ועמדו עשרים ואדניהם עשרים נחשת ווי העמדים וחשקיהם כסף
(198249, 7, 4);[50, 6, 30, 1];87;אלון;52280;(4, 6, 26, 3, 52280);פניו;2;(4, 6, 26, 9, 198249);ישא יהוה פניו אליך וישם לך שלום
(218930, 7, 4);[50, 6, 30, 1];87;אלון;57714;(4, 18, 5, 13, 57714);בני;2;(4, 18, 5, 47, 218930);ושמרתם את משמרת הקדש ואת משמרת המזבח ולא יהיה עוד קצף על בני ישראל
(230801, 7, 4);[50, 6, 30, 1];87;אלון;60896;(4, 25, 13, 10, 60896);קנא;2;(4, 25, 13, 38, 230801);והיתה לו ולזרעו אחריו ברית כהנת עולם תחת אשר קנא לאלהיו ויכפר על בני ישראל
(242071, 7, 4);[50, 6, 30, 1];87;אלון;63691;(4, 32, 2, 4, 63691);ובני;3;(4, 32, 2, 13, 242071);ויבאו בני גד ובני ראובן ויאמרו אל משה ואל אלעזר הכהן ואל נשיאי העדה לאמר
(253889, 7, 4);[50, 6, 30, 1];87;אלון;66700;(5, 2, 26, 6, 66700);סיחון;5;(5, 2, 26, 28, 253889);ואשלח מלאכים ממדבר קדמות אל סיחון מלך חשבון דברי שלום לאמר
(30965, 8, 4);[50, 6, 30, 1];87;אלון;8274;(1, 24, 31, 9, 8274);פניתי;2;(1, 24, 31, 34, 30965);ויאמר בוא ברוך יהוה למה תעמד בחוץ ואנכי פניתי הבית ומקום לגמלים
(39054, 8, 4);[50, 6, 30, 1];87;אלון;10390;(1, 28, 9, 10, 10390);בן;2;(1, 28, 9, 35, 39054);וילך עשו אל ישמעאל ויקח את מחלת בת ישמעאל בן אברהם אחות נביות על נשיו לו לאשה
(73020, 8, 4);[50, 6, 30, 1];87;אלון;19304;(1, 47, 18, 27, 19304);גויתנו;5;(1, 47, 18, 100, 73020);ותתם השנה ההוא ויבאו אליו בשנה השנית ויאמרו לו לא נכחד מאדני כי אם תם הכסף ומקנה הבהמה אל אדני לא נשאר לפני אדני בלתי אם גויתנו ואדמתנו
(100568, 8, 4);[50, 6, 30, 1];87;אלון;26518;(2, 15, 17, 11, 26518);כוננו;4;(2, 15, 17, 48, 100568);תבאמו ותטעמו בהר נחלתך מכון לשבתך פעלת יהוה מקדש אדני כוננו ידיך
(131934, 8, 4);[50, 6, 30, 1];87;אלון;34840;(2, 35, 22, 10, 34840);ונזם;2;(2, 35, 22, 35, 131934);ויבאו האנשים על הנשים כל נדיב לב הביאו חח ונזם וטבעת וכומז כל כלי זהב וכל איש אשר הניף תנופת זהב ליהוה
(256208, 8, 4);[50, 6, 30, 1];87;אלון;67316;(5, 3, 28, 9, 67316);לפני;3;(5, 3, 28, 34, 256208);וצו את יהושע וחזקהו ואמצהו כי הוא יעבר לפני העם הזה והוא ינחיל אותם את הארץ אשר תראה
(289565, 8, 4);[50, 6, 30, 1];87;אלון;76041;(5, 26, 10, 9, 76041);נתתה;1;(5, 26, 10, 31, 289565);ועתה הנה הבאתי את ראשית פרי האדמה אשר נתתה לי יהוה והנחתו לפני יהוה אלהיך והשתחוית לפני יהוה אלהיך
(294707, 8, 4);[50, 6, 30, 1];87;אלון;77367;(5, 28, 60, 9, 77367);מפניהם;3;(5, 28, 60, 30, 294707);והשיב בך את כל מדוה מצרים אשר יגרת מפניהם ודבקו בך
(44918, 9, 4);[50, 6, 30, 1];87;אלון;11974;(1, 31, 27, 2, 11974);נחבאת;1;(1, 31, 27, 4, 44918);למה נחבאת לברח ותגנב אתי ולא הגדת לי ואשלחך בשמחה ובשרים בתף ובכנור
(59549, 9, 4);[50, 6, 30, 1];87;אלון;15822;(1, 40, 14, 9, 15822);נא;1;(1, 40, 14, 29, 59549);כי אם זכרתני אתך כאשר ייטב לך ועשית נא עמדי חסד והזכרתני אל פרעה והוצאתני מן הבית הזה
(74266, 9, 4);[50, 6, 30, 1];87;אלון;19617;(1, 48, 7, 8, 19617);כנען;2;(1, 48, 7, 27, 74266);ואני בבאי מפדן מתה עלי רחל בארץ כנען בדרך בעוד כברת ארץ לבא אפרתה ואקברה שם בדרך אפרת הוא בית לחם
(120346, 9, 4);[50, 6, 30, 1];87;אלון;31746;(2, 28, 40, 7, 31746);אבנטים;3;(2, 28, 40, 28, 120346);ולבני אהרן תעשה כתנת ועשית להם אבנטים ומגבעות תעשה להם לכבוד ולתפארת
(121637, 9, 4);[50, 6, 30, 1];87;אלון;32089;(2, 29, 21, 11, 32089);אהרן;4;(2, 29, 21, 41, 121637);ולקחת מן הדם אשר על המזבח ומשמן המשחה והזית על אהרן ועל בגדיו ועל בניו ועל בגדי בניו אתו וקדש הוא ובגדיו ובניו ובגדי בניו אתו
(143338, 9, 4);[50, 6, 30, 1];87;אלון;37775;(3, 2, 16, 9, 37775);לבנתה;3;(3, 2, 16, 36, 143338);והקטיר הכהן את אזכרתה מגרשה ומשמנה על כל לבנתה אשה ליהוה
(179007, 9, 4);[50, 6, 30, 1];87;אלון;47368;(3, 24, 10, 14, 47368);בן;2;(3, 24, 10, 53, 179007);ויצא בן אשה ישראלית והוא בן איש מצרי בתוך בני ישראל וינצו במחנה בן הישראלית ואיש הישראלי
(189983, 9, 4);[50, 6, 30, 1];87;אלון;50133;(4, 2, 29, 7, 50133);בן;2;(4, 2, 29, 30, 189983);ומטה נפתלי ונשיא לבני נפתלי אחירע בן עינן
(210697, 9, 4);[50, 6, 30, 1];87;אלון;55535;(4, 13, 30, 9, 55535);נעלה;1;(4, 13, 30, 26, 210697);ויהס כלב את העם אל משה ויאמר עלה נעלה וירשנו אתה כי יכול נוכל לה
(254180, 9, 4);[50, 6, 30, 1];87;אלון;66776;(5, 2, 31, 7, 66776);לפניך;3;(5, 2, 31, 25, 254180);ויאמר יהוה אלי ראה החלתי תת לפניך את סיחן ואת ארצו החל רש לרשת את ארצו
(266511, 9, 4);[50, 6, 30, 1];87;אלון;69946;(5, 9, 18, 4, 69946);כראשנה;5;(5, 9, 18, 19, 266511);ואתנפל לפני יהוה כראשנה ארבעים יום וארבעים לילה לחם לא אכלתי ומים לא שתיתי על כל חטאתכם אשר חטאתם לעשות הרע בעיני יהוה להכעיסו
(270103, 9, 4);[50, 6, 30, 1];87;אלון;70859;(5, 11, 26, 3, 70859);נתן;3;(5, 11, 26, 10, 270103);ראה אנכי נתן לפניכם היום ברכה וקללה
(275421, 9, 4);[50, 6, 30, 1];87;אלון;72237;(5, 15, 5, 15, 72237);אנכי;2;(5, 15, 5, 52, 275421);רק אם שמוע תשמע בקול יהוה אלהיך לשמר לעשות את כל המצוה הזאת אשר אנכי מצוך היום
(31047, 10, 4);[50, 6, 30, 1];87;אלון;8291;(1, 24, 32, 14, 8291);האנשים;3;(1, 24, 32, 64, 31047);ויבא האיש הביתה ויפתח הגמלים ויתן תבן ומספוא לגמלים ומים לרחץ רגליו ורגלי האנשים אשר אתו
(43338, 10, 4);[50, 6, 30, 1];87;אלון;11553;(1, 30, 38, 16, 11553);בבאן;4;(1, 30, 38, 68, 43338);ויצג את המקלות אשר פצל ברהטים בשקתות המים אשר תבאן הצאן לשתות לנכח הצאן ויחמנה בבאן לשתות
